NEWID,ALLOC,COST,PUB_FLAG,UCC,EXPNSQDY,EXPN_QDY,EXPNWKDY,EXPN_KDY,EXPNMO,EXPNMO_,EXPNYR,EXPNYR_
05740391,0,6.49000,2,180710,7,D,3,D,05,D,2024,D
05740391,0,30.00000,2,190400,1,D,4,D,05,D,2024,D
05740391,0,15.97000,2,190400,2,D,5,D,05,D,2024,D
05740391,0,32.00000,2,190400,3,D,6,D,05,D,2024,D
05740391,0,20.00000,2,190400,7,D,3,D,05,D,2024,D
05740391,0,25.00000,2,190500,4,D,7,D,05,D,2024,D
05740391,0,1893.46000,1,210110,2,D,5,D,05,D,2024,D
05740391,0,132.00000,1,270000,2,D,5,D,05,D,2024,D
05740391,0,6.49000,1,310241,5,D,1,D,05,D,2024,D
05740391,0,74.99000,1,310351,5,D,1,D,05,D,2024,D
05740391,1,2.75000,1,440120,6,D,2,D,05,D,2024,D
05740391,1,1.75000,1,440120,6,D,2,D,05,D,2024,D
05740391,0,54.33000,1,470111,7,D,3,D,05,D,2024,D
05740391,0,80.00000,1,690114,2,D,5,D,05,D,2024,D
05740392,0,6.00000,2,010210,7,D,3,D,05,D,2024,D
05740392,0,4.00000,2,020219,3,D,6,D,05,D,2024,D
05740392,0,5.00000,2,020510,2,D,5,D,05,D,2024,D
05740392,0,5.00000,2,020610,2,D,5,D,05,D,2024,D
05740392,0,21.00000,2,050319,3,D,6,D,05,D,2024,D
05740392,0,3.00000,2,090110,7,D,3,D,05,D,2024,D
05740392,0,6.00000,2,100410,7,D,3,D,05,D,2024,D
05740392,0,5.00000,2,170539,3,D,6,D,05,D,2024,D
05740392,0,7.00000,2,170539,3,D,6,D,05,D,2024,D
05740392,0,10.00000,2,170539,4,D,7,D,05,D,2024,D
05740392,0,4.00000,2,170539,6,D,2,D,05,D,2024,D
05740392,0,2.00000,2,170539,6,D,2,D,05,D,2024,D
05740392,0,10.00000,2,180310,2,D,5,D,05,D,2024,D
05740392,0,12.00000,2,180310,3,D,6,D,05,D,2024,D
05740392,0,4.00000,2,180310,6,D,2,D,05,D,2024,D
05740392,0,6.49000,2,180710,3,D,6,D,05,D,2024,D
05740392,0,4.34000,2,180710,6,D,2,D,05,D,2024,D
05740392,0,7.00000,2,180710,6,D,2,D,05,D,2024,D
05740392,0,32.26000,2,190400,3,D,6,D,05,D,2024,D
05740392,0,30.00000,2,190400,4,D,7,D,05,D,2024,D
05740392,0,20.82000,2,190400,5,D,1,D,05,D,2024,D
05740392,0,10.00000,2,190400,5,D,1,D,05,D,2024,D
05740392,0,29.00000,2,190400,6,D,2,D,05,D,2024,D
05740392,0,9.78000,2,330119,7,D,3,D,05,D,2024,D
05740392,0,13.04000,2,330119,7,D,3,D,05,D,2024,D
05740392,0,10.87000,2,330310,7,D,3,D,05,D,2024,D
05740392,0,10.86000,2,330510,7,D,3,D,05,D,2024,D
05740392,0,2.75000,1,440120,6,D,2,D,05,D,2024,D
05740392,1,1.75000,1,440210,6,D,2,D,05,D,2024,D
05740392,0,81.50000,1,470111,3,D,6,D,05,D,2024,D
05740392,0,70.63000,1,470111,5,D,1,D,05,D,2024,D
05740392,0,40.00000,1,530412,2,D,5,D,05,D,2024,D
05740392,1,16.41000,1,620111,6,D,2,D,05,D,2024,D
05740401,0,10.70000,1,004000,2,D,3,D,04,D,2024,D
05740401,0,89.00000,1,004190,1,D,2,D,04,D,2024,D
05740401,0,25.85000,1,004190,1,D,2,D,04,D,2024,D
05740401,0,18.19000,1,004190,2,D,3,D,04,D,2024,D
05740401,0,55.00000,1,004190,4,D,5,D,05,D,2024,D
05740401,0,25.97000,1,004190,5,D,6,D,05,D,2024,D
05740401,0,4714.63000,1,009000,3,D,4,D,05,D,2024,D
05740401,0,6.99000,2,010210,7,D,1,D,05,D,2024,D
05740401,0,4.99000,2,010210,7,D,1,D,05,D,2024,D
05740401,0,3.49000,2,010320,1,D,2,D,04,D,2024,D
05740401,0,4.29000,2,020219,1,D,2,D,04,D,2024,D
05740401,0,4.99000,2,020219,7,D,1,D,05,D,2024,D
05740401,0,4.29000,2,020219,7,D,1,D,05,D,2024,D
05740401,0,4.99000,2,020310,7,D,1,D,05,D,2024,D
05740401,0,4.99000,2,020510,7,D,1,D,05,D,2024,D
05740401,0,5.19000,2,020610,2,D,3,D,04,D,2024,D
05740401,0,7.99000,2,030519,7,D,1,D,05,D,2024,D
05740401,0,7.99000,2,030810,7,D,1,D,05,D,2024,D
05740401,0,11.99000,2,040119,7,D,1,D,05,D,2024,D
05740401,0,5.99000,2,040119,7,D,1,D,05,D,2024,D
05740401,0,5.99000,2,040119,7,D,1,D,05,D,2024,D
05740401,0,11.94000,2,050319,1,D,2,D,04,D,2024,D
05740401,0,11.69000,2,060119,7,D,1,D,05,D,2024,D
05740401,0,3.79000,2,080110,1,D,2,D,04,D,2024,D
05740401,0,2.19000,2,090110,1,D,2,D,04,D,2024,D
05740401,0,2.49000,2,090110,7,D,1,D,05,D,2024,D
05740401,0,3.99000,2,100119,1,D,2,D,04,D,2024,D
05740401,0,3.00000,2,100210,1,D,2,D,04,D,2024,D
05740401,0,5.99000,2,100210,7,D,1,D,05,D,2024,D
05740401,0,3.99000,2,100519,1,D,2,D,04,D,2024,D
05740401,0,3.99000,2,100519,1,D,2,D,04,D,2024,D
05740401,0,4.49000,2,100519,7,D,1,D,05,D,2024,D
05740401,0,2.99000,2,110110,7,D,1,D,05,D,2024,D
05740401,0,10.99000,2,110110,7,D,1,D,05,D,2024,D
05740401,0,2.60000,2,110210,1,D,2,D,04,D,2024,D
05740401,0,3.59000,2,110410,1,D,2,D,04,D,2024,D
05740401,0,3.99000,2,110410,1,D,2,D,04,D,2024,D
05740401,0,2.99000,2,110410,1,D,2,D,04,D,2024,D
05740401,0,3.49000,2,110410,1,D,2,D,04,D,2024,D
05740401,0,4.19000,2,110410,2,D,3,D,04,D,2024,D
05740401,0,4.58000,2,110410,2,D,3,D,04,D,2024,D
05740401,0,4.99000,2,120110,7,D,1,D,05,D,2024,D
05740401,0,4.99000,2,120410,7,D,1,D,05,D,2024,D
05740401,0,1.74000,2,120410,7,D,1,D,05,D,2024,D
05740401,0,3.50000,2,150110,7,D,1,D,05,D,2024,D
05740401,0,3.50000,2,150110,7,D,1,D,05,D,2024,D
05740401,0,4.79000,2,160320,1,D,2,D,04,D,2024,D
05740401,0,3.67000,2,170210,7,D,1,D,05,D,2024,D
05740401,0,6.99000,2,170319,1,D,2,D,04,D,2024,D
05740401,0,4.99000,2,180310,2,D,3,D,04,D,2024,D
05740401,0,3.99000,2,180310,7,D,1,D,05,D,2024,D
05740401,0,7.99000,2,180520,2,D,3,D,04,D,2024,D
05740401,0,14.07000,2,180710,7,D,1,D,05,D,2024,D
05740401,0,4.38000,2,190400,1,D,2,D,04,D,2024,D
05740401,0,4.84000,2,190400,2,D,3,D,04,D,2024,D
05740401,0,4.38000,2,190400,2,D,3,D,04,D,2024,D
05740401,0,5.01000,2,190400,2,D,3,D,04,D,2024,D
05740401,0,4.38000,2,190400,3,D,4,D,05,D,2024,D
05740401,0,12.68000,2,190400,4,D,5,D,05,D,2024,D
05740401,0,10.03000,2,190400,5,D,6,D,05,D,2024,D
05740401,0,14.12000,2,190400,5,D,6,D,05,D,2024,D
05740401,0,23.97000,2,190400,7,D,1,D,05,D,2024,D
05740401,0,12.00000,2,190400,7,D,1,D,05,D,2024,D
05740401,1,91.46000,2,190500,5,D,6,D,05,D,2024,D
05740401,1,87.09000,2,190500,6,D,7,D,05,D,2024,D
05740401,0,217.00000,1,230900,3,D,4,D,05,D,2024,D
05740401,0,87.68000,2,330119,7,D,1,D,05,D,2024,D
05740401,0,0.11000,2,330510,1,D,2,D,04,D,2024,D
05740401,1,14.65079,2,360319,1,D,2,D,04,D,2024,D
05740401,1,18.64971,2,360330,1,D,2,D,04,D,2024,D
05740401,1,30.36950,2,360513,1,D,2,D,04,D,2024,D
05740401,0,15.40000,1,470111,2,D,3,D,04,D,2024,D
05740401,0,15.96000,1,470111,4,D,5,D,05,D,2024,D
05740401,0,19.51000,1,470111,4,D,5,D,05,D,2024,D
05740401,0,53.13000,1,470111,7,D,1,D,05,D,2024,D
05740401,0,10.00000,1,620111,3,D,4,D,05,D,2024,D
05740401,0,23.39000,1,620214,7,D,1,D,05,D,2024,D
05740401,0,1140.00000,1,620710,3,D,4,D,05,D,2024,D
05740401,1,53.61987,1,650110,2,D,3,D,04,D,2024,D
05740401,1,23.94013,1,650210,2,D,3,D,04,D,2024,D
05740401,1,9.00000,2,790420,5,D,6,D,05,D,2024,D
05740401,1,25.00000,2,790420,6,D,7,D,05,D,2024,D
05740402,0,1.49000,2,010119,NA,B,NA,B,NA,B,NA,B
05740402,0,3.99000,2,010119,NA,B,NA,B,NA,B,NA,B
05740402,0,5.99000,2,010310,NA,B,NA,B,NA,B,NA,B
05740402,0,2.99000,2,010320,3,D,4,D,05,D,2024,D
05740402,0,1.59000,2,020219,3,D,4,D,05,D,2024,D
05740402,0,4.49000,2,020219,NA,B,NA,B,NA,B,NA,B
05740402,0,16.96000,2,020219,NA,B,NA,B,NA,B,NA,B
05740402,0,2.99000,2,020410,3,D,4,D,05,D,2024,D
05740402,1,8.18260,2,030110,5,D,6,D,05,D,2024,D
05740402,1,5.16740,2,040119,5,D,6,D,05,D,2024,D
05740402,0,12.30000,2,040319,NA,B,NA,B,NA,B,NA,B
05740402,0,4.29000,2,050319,3,D,4,D,05,D,2024,D
05740402,0,11.92000,2,060119,NA,B,NA,B,NA,B,NA,B
05740402,0,3.99000,2,080110,NA,B,NA,B,NA,B,NA,B
05740402,0,3.99000,2,100210,NA,B,NA,B,NA,B,NA,B
05740402,0,5.49000,2,100410,NA,B,NA,B,NA,B,NA,B
05740402,0,5.43000,2,110110,NA,B,NA,B,NA,B,NA,B
05740402,0,1.15000,2,110210,3,D,4,D,05,D,2024,D
05740402,0,1.68000,2,110210,NA,B,NA,B,NA,B,NA,B
05740402,0,3.99000,2,110410,3,D,4,D,05,D,2024,D
05740402,0,6.99000,2,110410,NA,B,NA,B,NA,B,NA,B
05740402,0,6.99000,2,110410,NA,B,NA,B,NA,B,NA,B
05740402,0,5.99000,2,110410,NA,B,NA,B,NA,B,NA,B
05740402,0,2.49000,2,120210,5,D,6,D,05,D,2024,D
05740402,0,2.49000,2,120210,NA,B,NA,B,NA,B,NA,B
05740402,0,2.34000,2,120410,NA,B,NA,B,NA,B,NA,B
05740402,0,2.50000,2,140219,5,D,6,D,05,D,2024,D
05740402,0,2.00000,2,140219,5,D,6,D,05,D,2024,D
05740402,0,4.49000,2,140349,3,D,4,D,05,D,2024,D
05740402,0,5.58000,2,150110,3,D,4,D,05,D,2024,D
05740402,0,3.99000,2,160211,3,D,4,D,05,D,2024,D
05740402,0,3.49000,2,160211,3,D,4,D,05,D,2024,D
05740402,0,24.99000,2,160211,NA,B,NA,B,NA,B,NA,B
05740402,0,3.99000,2,170539,5,D,6,D,05,D,2024,D
05740402,0,6.35000,2,180220,3,D,4,D,05,D,2024,D
05740402,0,3.99000,2,180220,3,D,4,D,05,D,2024,D
05740402,0,2.49000,2,180310,3,D,4,D,05,D,2024,D
05740402,0,5.79000,2,180310,NA,B,NA,B,NA,B,NA,B
05740402,0,1.06000,2,180410,5,D,6,D,05,D,2024,D
05740402,0,4.99000,2,180510,5,D,6,D,05,D,2024,D
05740402,0,3.99000,2,180520,3,D,4,D,05,D,2024,D
05740402,0,2.49000,2,180520,3,D,4,D,05,D,2024,D
05740402,0,2.49000,2,180520,3,D,4,D,05,D,2024,D
05740402,0,2.99000,2,180520,NA,B,NA,B,NA,B,NA,B
05740402,0,2.11000,2,180611,3,D,4,D,05,D,2024,D
05740402,0,3.99000,2,180710,5,D,6,D,05,D,2024,D
05740402,0,11.93000,2,190400,2,D,3,D,05,D,2024,D
05740402,0,4.36000,2,190400,2,D,3,D,05,D,2024,D
05740402,0,16.96000,2,190400,4,D,5,D,05,D,2024,D
05740402,0,12.18000,2,190400,5,D,6,D,05,D,2024,D
05740402,0,40.71000,2,190400,6,D,7,D,05,D,2024,D
05740402,0,13.94000,2,190400,6,D,7,D,05,D,2024,D
05740402,0,28.95000,2,190400,6,D,7,D,05,D,2024,D
05740402,0,64.06000,2,190400,7,D,1,D,05,D,2024,D
05740402,1,66.20000,2,190500,NA,B,NA,B,NA,B,NA,B
05740402,0,39.99000,2,200219,7,D,1,D,05,D,2024,D
05740402,0,39.50000,2,320233,NA,B,NA,B,NA,B,NA,B
05740402,0,61.13000,2,330510,2,D,3,D,05,D,2024,D
05740402,1,30.95912,2,380210,6,D,7,D,05,D,2024,D
05740402,1,11.99366,2,380319,6,D,7,D,05,D,2024,D
05740402,1,12.12875,2,380429,6,D,7,D,05,D,2024,D
05740402,1,22.97846,2,380901,6,D,7,D,05,D,2024,D
05740402,0,25.00000,2,590110,4,D,5,D,05,D,2024,D
05740402,1,7.61795,2,590210,5,D,6,D,05,D,2024,D
05740402,1,25.93275,1,600210,5,D,6,D,05,D,2024,D
05740402,1,24.79270,1,610130,5,D,6,D,05,D,2024,D
05740402,1,32.89823,2,620121,5,D,6,D,05,D,2024,D
05740402,1,8.85830,1,620214,5,D,6,D,05,D,2024,D
05740402,0,137.00000,1,620310,6,D,7,D,05,D,2024,D
05740402,1,49.94888,1,650110,6,D,7,D,05,D,2024,D
05740402,1,22.30112,1,650210,6,D,7,D,05,D,2024,D
05740402,1,7.15008,2,660000,5,D,6,D,05,D,2024,D
05740402,0,600.50000,1,670320,3,D,4,D,05,D,2024,D
05740402,0,21.00000,2,790420,6,D,7,D,05,D,2024,D
05740402,1,10.00000,2,790420,NA,B,NA,B,NA,B,NA,B
05740411,0,5.00000,2,010320,1,D,5,D,04,D,2024,D
05740411,0,4.00000,2,020219,1,D,5,D,04,D,2024,D
05740411,0,4.00000,2,020510,1,D,5,D,04,D,2024,D
05740411,1,6.00000,2,030810,1,D,5,D,04,D,2024,D
05740411,1,5.00000,2,040319,1,D,5,D,04,D,2024,D
05740411,0,7.00000,2,060119,1,D,5,D,04,D,2024,D
05740411,0,8.00000,2,070230,1,D,5,D,04,D,2024,D
05740411,0,6.00000,2,100410,1,D,5,D,04,D,2024,D
05740411,0,4.00000,2,110110,1,D,5,D,04,D,2024,D
05740411,0,5.00000,2,110319,1,D,5,D,04,D,2024,D
05740411,0,10.00000,2,110410,1,D,5,D,04,D,2024,D
05740411,0,5.00000,2,120210,1,D,5,D,04,D,2024,D
05740411,0,3.00000,2,120310,1,D,5,D,04,D,2024,D
05740411,0,2.00000,2,120410,1,D,5,D,04,D,2024,D
05740411,0,3.00000,2,120410,1,D,5,D,04,D,2024,D
05740411,0,5.00000,2,120410,1,D,5,D,04,D,2024,D
05740411,0,10.00000,2,180310,1,D,5,D,04,D,2024,D
05740411,0,10.00000,2,190400,5,D,2,D,04,D,2024,D
05740411,0,12.00000,2,190400,6,D,3,D,04,D,2024,D
05740411,0,12.00000,2,190400,7,D,4,D,04,D,2024,D
05740411,0,50.00000,2,190500,2,D,6,D,04,D,2024,D
05740411,0,48.00000,2,190500,4,D,1,D,04,D,2024,D
05740411,0,2821.21000,1,210110,1,D,5,D,04,D,2024,D
05740411,0,21.73000,1,470111,1,D,5,D,04,D,2024,D
05740411,0,32.52000,1,480100,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,020219,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,020510,1,D,5,D,04,D,2024,D
05740412,0,6.00000,2,020710,1,D,5,D,04,D,2024,D
05740412,1,8.00000,2,030110,1,D,5,D,04,D,2024,D
05740412,0,4.00000,2,040319,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,060119,1,D,5,D,04,D,2024,D
05740412,0,9.00000,2,070230,1,D,5,D,04,D,2024,D
05740412,0,4.00000,2,110110,1,D,5,D,04,D,2024,D
05740412,0,3.00000,2,110319,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,110410,1,D,5,D,04,D,2024,D
05740412,0,4.00000,2,110410,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,120210,1,D,5,D,04,D,2024,D
05740412,0,3.00000,2,120310,1,D,5,D,04,D,2024,D
05740412,0,3.00000,2,120410,1,D,5,D,04,D,2024,D
05740412,0,3.00000,2,120410,1,D,5,D,04,D,2024,D
05740412,0,3.00000,2,180310,1,D,5,D,04,D,2024,D
05740412,0,5.00000,2,180310,1,D,5,D,04,D,2024,D
05740412,0,10.00000,2,190400,1,D,5,D,04,D,2024,D
05740412,0,12.00000,2,190400,3,D,7,D,04,D,2024,D
05740412,0,10.00000,2,190400,6,D,3,D,04,D,2024,D
05740412,0,50.00000,2,190500,2,D,6,D,04,D,2024,D
05740412,0,45.00000,2,190500,5,D,2,D,04,D,2024,D
05740412,0,21.73000,1,470111,1,D,5,D,04,D,2024,D
05740412,0,30.01000,1,490100,1,D,5,D,04,D,2024,D
05740471,0,2681.00000,1,009000,1,D,3,D,04,D,2024,D
05740471,1,4.35183,2,010210,1,D,3,D,04,D,2024,D
05740471,0,9.99000,2,020219,1,D,3,D,04,D,2024,D
05740471,0,5.56000,2,020219,2,D,4,D,04,D,2024,D
05740471,0,3.48000,2,040119,2,D,4,D,04,D,2024,D
05740471,1,4.88223,2,050319,1,D,3,D,04,D,2024,D
05740471,0,4.99000,2,080110,1,D,3,D,04,D,2024,D
05740471,0,7.69000,2,090110,1,D,3,D,04,D,2024,D
05740471,1,3.30234,2,090110,1,D,3,D,04,D,2024,D
05740471,0,2.32000,2,100519,2,D,4,D,04,D,2024,D
05740471,0,2.32000,2,100519,2,D,4,D,04,D,2024,D
05740471,0,1.16000,2,100519,2,D,4,D,04,D,2024,D
05740471,1,2.43231,2,120310,1,D,3,D,04,D,2024,D
05740471,1,2.40640,2,120410,1,D,3,D,04,D,2024,D
05740471,1,2.33138,2,140219,1,D,3,D,04,D,2024,D
05740471,0,1.58000,2,150110,2,D,4,D,04,D,2024,D
05740471,0,1.58000,2,150110,2,D,4,D,04,D,2024,D
05740471,0,2.56000,2,150110,2,D,4,D,04,D,2024,D
05740471,0,2.56000,2,150110,2,D,4,D,04,D,2024,D
05740471,0,11.99000,2,160320,1,D,3,D,04,D,2024,D
05740471,1,3.00209,2,180110,1,D,3,D,04,D,2024,D
05740471,0,3.98000,2,180310,2,D,4,D,04,D,2024,D
05740471,0,10.99000,2,180320,1,D,3,D,04,D,2024,D
05740471,0,2.48000,2,180611,2,D,4,D,04,D,2024,D
05740471,1,6.29141,2,180710,1,D,3,D,04,D,2024,D
05740471,0,19.98000,2,360319,1,D,3,D,04,D,2024,D
05740471,0,99.00000,1,620310,1,D,3,D,04,D,2024,D
05740472,0,10.99000,2,010320,1,D,3,D,04,D,2024,D
05740472,0,17.89000,2,020310,1,D,3,D,04,D,2024,D
05740472,0,50.12000,2,030519,1,D,3,D,04,D,2024,D
05740472,0,14.38000,2,040210,1,D,3,D,04,D,2024,D
05740472,0,4.99000,2,080110,1,D,3,D,04,D,2024,D
05740472,0,11.99000,2,090110,1,D,3,D,04,D,2024,D
05740472,0,7.69000,2,090110,1,D,3,D,04,D,2024,D
05740472,0,6.99000,2,110410,1,D,3,D,04,D,2024,D
05740472,0,5.99000,2,110410,1,D,3,D,04,D,2024,D
05740472,0,7.99000,2,120310,1,D,3,D,04,D,2024,D
05740472,0,13.99000,2,180710,1,D,3,D,04,D,2024,D
05740472,0,17.00000,2,180710,1,D,3,D,04,D,2024,D
05740472,0,24.99000,2,320233,1,D,3,D,04,D,2024,D
05740472,0,17.89000,2,330119,1,D,3,D,04,D,2024,D
05740472,0,14.99000,2,550210,1,D,3,D,04,D,2024,D
05740472,0,14.99000,2,550210,1,D,3,D,04,D,2024,D
05740571,0,1.50000,2,100410,1,D,4,D,04,D,2024,D
05740571,0,1.50000,2,100410,1,D,4,D,04,D,2024,D
05740571,0,1.50000,2,100410,1,D,4,D,04,D,2024,D
05740571,0,5.25000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.25000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,1.00000,2,150110,1,D,4,D,04,D,2024,D
05740571,0,6.36000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,5.51000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,3.71000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,2.23000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,6.36000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,11.13000,2,330119,1,D,4,D,04,D,2024,D
05740571,0,5.83000,2,330310,1,D,4,D,04,D,2024,D
05740571,0,6.89000,2,330310,1,D,4,D,04,D,2024,D
05740571,0,4.70000,2,610901,1,D,4,D,04,D,2024,D
05740572,0,5.08000,2,010210,1,D,4,D,04,D,2024,D
05740572,0,4.76000,2,010210,7,D,3,D,04,D,2024,D
05740572,0,5.49000,2,020310,7,D,3,D,04,D,2024,D
05740572,0,14.27000,2,030219,1,D,4,D,04,D,2024,D
05740572,0,8.79000,2,050319,7,D,3,D,04,D,2024,D
05740572,0,8.18000,2,060119,1,D,4,D,04,D,2024,D
05740572,1,2.62220,2,060119,1,D,4,D,04,D,2024,D
05740572,0,9.38000,2,060119,7,D,3,D,04,D,2024,D
05740572,1,2.40780,2,060310,1,D,4,D,04,D,2024,D
05740572,0,5.49000,2,100410,1,D,4,D,04,D,2024,D
05740572,0,5.29000,2,100410,7,D,3,D,04,D,2024,D
05740572,0,2.69000,2,100519,1,D,4,D,04,D,2024,D
05740572,0,3.86000,2,110110,1,D,4,D,04,D,2024,D
05740572,0,0.67000,2,110210,1,D,4,D,04,D,2024,D
05740572,0,0.79000,2,110319,1,D,4,D,04,D,2024,D
05740572,0,2.78000,2,110410,1,D,4,D,04,D,2024,D
05740572,0,3.34000,2,110410,1,D,4,D,04,D,2024,D
05740572,0,2.04000,2,110410,1,D,4,D,04,D,2024,D
05740572,0,2.49000,2,120210,7,D,3,D,04,D,2024,D
05740572,0,2.00000,2,120410,1,D,4,D,04,D,2024,D
05740572,0,1.49000,2,120410,1,D,4,D,04,D,2024,D
05740572,0,3.42000,2,120410,1,D,4,D,04,D,2024,D
05740572,0,1.59000,2,120410,1,D,4,D,04,D,2024,D
05740572,0,0.99000,2,120410,7,D,3,D,04,D,2024,D
05740572,0,2.50000,2,170110,1,D,4,D,04,D,2024,D
05740572,0,2.50000,2,170110,7,D,3,D,04,D,2024,D
05740572,0,2.50000,2,170210,7,D,3,D,04,D,2024,D
05740572,0,1.39000,2,180210,1,D,4,D,04,D,2024,D
05740572,0,3.39000,2,180210,1,D,4,D,04,D,2024,D
05740572,0,1.79000,2,180220,1,D,4,D,04,D,2024,D
05740572,0,4.44000,2,180220,7,D,3,D,04,D,2024,D
05740572,0,2.69000,2,180310,7,D,3,D,04,D,2024,D
05740572,0,6.10000,2,180611,1,D,4,D,04,D,2024,D
05740572,0,1.33000,2,180612,1,D,4,D,04,D,2024,D
05740572,0,1.33000,2,180612,1,D,4,D,04,D,2024,D
05740572,0,1.33000,2,180612,1,D,4,D,04,D,2024,D
05740572,0,1.37000,2,330119,7,D,3,D,04,D,2024,D
05740572,0,9.21000,2,640219,7,D,3,D,04,D,2024,D
05740572,0,7.94000,2,640310,7,D,3,D,04,D,2024,D
05740572,0,10.17000,2,640310,7,D,3,D,04,D,2024,D
05740581,0,200.00000,1,004000,7,D,7,D,04,D,2024,D
05740581,0,2.50000,2,010210,6,D,6,D,04,D,2024,D
05740581,0,2.50000,2,010210,6,D,6,D,04,D,2024,D
05740581,0,1.00000,2,060119,2,D,2,D,04,D,2024,D
05740581,0,1.99000,2,090110,6,D,6,D,04,D,2024,D
05740581,0,2.10000,2,100519,6,D,6,D,04,D,2024,D
05740581,0,1.29000,2,150110,2,D,2,D,04,D,2024,D
05740581,0,9.51000,2,190400,4,D,4,D,04,D,2024,D
05740581,0,5.50000,2,190400,5,D,5,D,04,D,2024,D
05740581,0,9.71000,2,190400,6,D,6,D,04,D,2024,D
05740581,0,10.01000,2,190400,6,D,6,D,04,D,2024,D
05740581,0,40.03000,2,190500,1,D,1,D,04,D,2024,D
05740581,0,21.77000,2,190500,5,D,5,D,04,D,2024,D
05740581,0,8.07000,2,190500,7,D,7,D,04,D,2024,D
05740581,0,105.00000,1,270000,6,D,6,D,04,D,2024,D
05740581,0,1.33000,2,320233,6,D,6,D,04,D,2024,D
05740581,0,1.33000,2,320233,6,D,6,D,04,D,2024,D
05740581,0,1.33000,2,320233,6,D,6,D,04,D,2024,D
05740581,0,1.33000,2,320233,6,D,6,D,04,D,2024,D
05740581,0,1.33000,2,320233,6,D,6,D,04,D,2024,D
05740581,0,5.29000,2,320410,2,D,2,D,04,D,2024,D
05740581,0,6.35000,1,320903,2,D,2,D,04,D,2024,D
05740581,0,1.33000,2,330410,6,D,6,D,04,D,2024,D
05740581,0,28.77000,2,380339,3,D,3,D,04,D,2024,D
05740581,0,7.94000,2,380339,3,D,3,D,04,D,2024,D
05740581,0,15.29000,2,380339,3,D,3,D,04,D,2024,D
05740581,1,1.23176,2,410119,3,D,3,D,04,D,2024,D
05740581,1,1.11430,2,410119,3,D,3,D,04,D,2024,D
05740581,1,1.13652,2,410119,3,D,3,D,04,D,2024,D
05740581,1,2.64824,2,410130,3,D,3,D,04,D,2024,D
05740581,1,2.39570,2,410130,3,D,3,D,04,D,2024,D
05740581,1,2.44348,2,410130,3,D,3,D,04,D,2024,D
05740581,0,10.00000,1,620214,2,D,2,D,04,D,2024,D
05740581,1,5.29000,2,660000,2,D,2,D,04,D,2024,D
05740582,0,13.84000,2,030810,2,D,2,D,04,D,2024,D
05740582,0,8.72000,2,060119,2,D,2,D,04,D,2024,D
05740582,0,3.99000,2,060310,2,D,2,D,04,D,2024,D
05740582,0,1.29000,2,090110,6,D,6,D,04,D,2024,D
05740582,0,3.49000,2,100119,2,D,2,D,04,D,2024,D
05740582,0,2.19000,2,100210,2,D,2,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,0.70000,2,100519,6,D,6,D,04,D,2024,D
05740582,0,3.99000,2,110110,2,D,2,D,04,D,2024,D
05740582,0,0.48000,2,110210,2,D,2,D,04,D,2024,D
05740582,0,1.99000,2,110410,6,D,6,D,04,D,2024,D
05740582,0,0.89000,2,120410,2,D,2,D,04,D,2024,D
05740582,0,0.89000,2,140219,2,D,2,D,04,D,2024,D
05740582,0,1.69000,2,140349,2,D,2,D,04,D,2024,D
05740582,0,1.25000,2,150110,4,D,4,D,04,D,2024,D
05740582,0,1.25000,2,150110,4,D,4,D,04,D,2024,D
05740582,0,22.99000,2,170319,4,D,4,D,04,D,2024,D
05740582,0,22.99000,2,170319,4,D,4,D,04,D,2024,D
05740582,0,6.99000,2,180220,2,D,2,D,04,D,2024,D
05740582,0,0.94000,2,180410,2,D,2,D,04,D,2024,D
05740582,0,1.42000,2,180710,2,D,2,D,04,D,2024,D
05740582,0,8.01000,2,190400,1,D,1,D,04,D,2024,D
05740582,0,8.00000,2,190500,5,D,5,D,04,D,2024,D
05740582,0,13.11000,2,190500,7,D,7,D,04,D,2024,D
