NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
05933171,900170,3400,NA,1
05933171,980000,66392,NA,1
05933171,980010,2,NA,1
05933171,980020,73,NA,1
05933171,980040,1,NA,1
05933171,980060,2,NA,1
05933171,980090,100,NA,1
05933171,980210,100,NA,1
05933171,980230,100,NA,1
05933171,980281,100,NA,1
05933171,980286,100,NA,1
05933171,980310,100,NA,1
05933171,980330,100,NA,1
05933172,900030,62992,NA,1
05933172,900170,3400,NA,1
05933172,980000,66392,NA,1
05933172,980010,2,NA,1
05933172,980020,73,NA,1
05933172,980040,1,NA,1
05933172,980060,2,NA,1
05933172,980090,100,NA,1
05933172,980210,100,NA,1
05933172,980230,100,NA,1
05933172,980281,100,NA,1
05933172,980286,100,NA,1
05933172,980310,100,NA,1
05933172,980330,100,NA,1
05933211,900000,18962,NA,1
05933211,900030,35516,NA,1
05933211,900170,4800,NA,1
05933211,900220,40000,NA,1
05933211,980000,59278,NA,1
05933211,980010,3,NA,1
05933211,980020,63,NA,1
05933211,980030,2,NA,1
05933211,980040,2,NA,1
05933211,980060,1,NA,1
05933211,980090,100,NA,1
05933211,980220,100,NA,1
05933211,980230,100,NA,1
05933211,980281,100,NA,1
05933211,980286,100,NA,1
05933211,980310,100,NA,1
05933211,980330,100,NA,1
05933212,900000,17585,NA,1
05933212,900030,35516,NA,1
05933212,900170,4800,NA,1
05933212,900220,40000,NA,1
05933212,980000,57901,NA,1
05933212,980010,3,NA,1
05933212,980020,63,NA,1
05933212,980030,2,NA,1
05933212,980040,2,NA,1
05933212,980060,1,NA,1
05933212,980090,100,NA,1
05933212,980220,100,NA,1
05933212,980230,100,NA,1
05933212,980281,100,NA,1
05933212,980286,100,NA,1
05933212,980310,100,NA,1
05933212,980330,100,NA,1
05933241,800931,2287,NA,1
05933241,900000,38000,NA,1
05933241,900180,1600,NA,1
05933241,980000,39600,NA,1
05933241,980010,1,NA,1
05933241,980020,64,NA,1
05933241,980030,1,NA,1
05933241,980040,2,NA,1
05933241,980090,100,NA,1
05933241,980210,100,NA,1
05933241,980230,100,NA,1
05933241,980281,100,NA,1
05933241,980286,100,NA,1
05933241,980310,100,NA,1
05933241,980330,100,NA,1
05933242,800931,2287,NA,1
05933242,900000,38000,NA,1
05933242,900180,1600,NA,1
05933242,980000,39600,NA,1
05933242,980010,1,NA,1
05933242,980020,64,NA,1
05933242,980030,1,NA,1
05933242,980040,2,NA,1
05933242,980090,100,NA,1
05933242,980210,100,NA,1
05933242,980230,100,NA,1
05933242,980281,100,NA,1
05933242,980286,100,NA,1
05933242,980310,100,NA,1
05933242,980330,100,NA,1
05933251,900090,2495,NA,1
05933251,900150,5563,NA,1
05933251,900210,11518,NA,1
05933251,980000,19576,NA,1
05933251,980010,2,NA,1
05933251,980020,27,NA,1
05933251,980210,100,NA,1
05933251,980260,100,NA,1
05933251,980281,100,NA,1
05933251,980285,100,NA,1
05933251,980300,100,NA,1
05933252,900030,11018,NA,1
05933252,900150,8213,NA,1
05933252,980000,19231,NA,1
05933252,980010,2,NA,1
05933252,980020,27,NA,1
05933252,980210,100,NA,1
05933252,980260,100,NA,1
05933252,980281,100,NA,1
05933252,980285,100,NA,1
05933252,980300,100,NA,1
05933271,900000,81408,NA,1
05933271,980000,81408,NA,1
05933271,980010,1,NA,1
05933271,980020,24,NA,1
05933271,980030,1,NA,1
05933271,980040,1,NA,1
05933271,980220,100,NA,1
05933271,980260,100,NA,1
05933271,980281,100,NA,1
05933271,980285,100,NA,1
05933271,980310,100,NA,1
05933271,980330,100,NA,1
05933272,900000,82151,NA,1
05933272,980000,82151,NA,1
05933272,980010,1,NA,1
05933272,980020,24,NA,1
05933272,980030,1,NA,1
05933272,980040,1,NA,1
05933272,980220,100,NA,1
05933272,980260,100,NA,1
05933272,980281,100,NA,1
05933272,980285,100,NA,1
05933272,980310,100,NA,1
05933272,980330,100,NA,1
05933281,900030,27296,NA,1
05933281,980000,27296,NA,1
05933281,980010,1,NA,1
05933281,980020,88,T,1
05933281,980040,2,NA,1
05933281,980060,1,NA,1
05933281,980090,100,NA,1
05933281,980220,100,NA,1
05933281,980240,100,NA,1
05933281,980282,100,NA,1
05933281,980286,100,NA,1
05933281,980310,100,NA,1
05933281,980330,100,NA,1
05933282,900030,27296,NA,1
05933282,980000,27296,NA,1
05933282,980010,1,NA,1
05933282,980020,88,T,1
05933282,980040,2,NA,1
05933282,980060,1,NA,1
05933282,980090,100,NA,1
05933282,980220,100,NA,1
05933282,980240,100,NA,1
05933282,980282,100,NA,1
05933282,980286,100,NA,1
05933282,980310,100,NA,1
05933282,980330,100,NA,1
05933291,900000,60000,NA,1
05933291,980000,60000,NA,1
05933291,980010,1,NA,1
05933291,980020,50,NA,1
05933291,980030,1,NA,1
05933291,980040,1,NA,1
05933291,980090,100,NA,1
05933291,980210,100,NA,1
05933291,980230,100,NA,1
05933291,980281,100,NA,1
05933291,980285,100,NA,1
05933291,980300,100,NA,1
05933291,980330,100,NA,1
05933292,900000,60000,NA,1
05933292,980000,60000,NA,1
05933292,980010,1,NA,1
05933292,980020,50,NA,1
05933292,980030,1,NA,1
05933292,980040,1,NA,1
05933292,980090,100,NA,1
05933292,980210,100,NA,1
05933292,980230,100,NA,1
05933292,980281,100,NA,1
05933292,980285,100,NA,1
05933292,980300,100,NA,1
05933292,980330,100,NA,1
05933301,900030,43552,NA,1
05933301,900170,24576,NA,1
05933301,980000,68128,NA,1
05933301,980010,2,NA,1
05933301,980020,82,NA,1
05933301,980040,1,NA,1
05933301,980060,2,NA,1
05933301,980090,100,NA,1
05933301,980210,100,NA,1
05933301,980240,100,NA,1
05933301,980281,100,NA,1
05933301,980286,100,NA,1
05933301,980310,100,NA,1
05933301,980330,100,NA,1
05933302,900030,43552,NA,1
05933302,900170,24576,NA,1
05933302,980000,68128,NA,1
05933302,980010,2,NA,1
05933302,980020,82,NA,1
05933302,980040,1,NA,1
05933302,980060,2,NA,1
05933302,980090,100,NA,1
05933302,980210,100,NA,1
05933302,980240,100,NA,1
05933302,980281,100,NA,1
05933302,980286,100,NA,1
05933302,980310,100,NA,1
05933302,980330,100,NA,1
05933331,900000,43500,NA,1
05933331,980000,43500,NA,1
05933331,980010,2,NA,1
05933331,980020,57,NA,1
05933331,980030,1,NA,1
05933331,980040,2,NA,1
05933331,980090,100,NA,1
05933331,980210,100,NA,1
05933331,980240,100,NA,1
05933331,980281,100,NA,1
05933331,980286,100,NA,1
05933331,980310,100,NA,1
05933331,980330,100,NA,1
05933332,900000,43500,NA,1
05933332,980000,43500,NA,1
05933332,980010,2,NA,1
05933332,980020,57,NA,1
05933332,980030,1,NA,1
05933332,980040,2,NA,1
05933332,980090,100,NA,1
05933332,980210,100,NA,1
05933332,980240,100,NA,1
05933332,980281,100,NA,1
05933332,980286,100,NA,1
05933332,980310,100,NA,1
05933332,980330,100,NA,1
05933381,900030,27928,NA,1
05933381,980000,27928,NA,1
05933381,980010,2,NA,1
05933381,980020,76,NA,1
05933381,980040,1,NA,1
05933381,980060,2,NA,1
05933381,980090,100,NA,1
05933381,980210,100,NA,1
05933381,980240,100,NA,1
05933381,980281,100,NA,1
05933381,980285,100,NA,1
05933381,980290,100,NA,1
05933381,980330,100,NA,1
05933382,900030,27928,NA,1
05933382,980000,27928,NA,1
05933382,980010,2,NA,1
05933382,980020,76,NA,1
05933382,980040,1,NA,1
05933382,980060,2,NA,1
05933382,980090,100,NA,1
05933382,980210,100,NA,1
05933382,980240,100,NA,1
05933382,980281,100,NA,1
05933382,980285,100,NA,1
05933382,980290,100,NA,1
05933382,980330,100,NA,1
05933401,800932,22500,NA,1
05933401,800940,235,NA,1
05933401,900000,250470,NA,1
05933401,900160,300,NA,1
05933401,900180,4463,NA,1
05933401,980000,255233,NA,1
05933401,980010,3,NA,1
05933401,980020,46,NA,1
05933401,980030,3,NA,1
05933401,980040,2,NA,1
05933401,980050,1,NA,1
05933401,980090,100,NA,1
05933401,980210,100,NA,1
05933401,980230,100,NA,1
05933401,980281,100,NA,1
05933401,980286,100,NA,1
05933401,980310,100,NA,1
05933401,980330,100,NA,1
05933402,800932,22500,NA,1
05933402,800940,306,NA,1
05933402,900000,251398,NA,1
05933402,900160,300,NA,1
05933402,900180,4519,NA,1
05933402,980000,256217,NA,1
05933402,980010,3,NA,1
05933402,980020,46,NA,1
05933402,980030,3,NA,1
05933402,980040,2,NA,1
05933402,980050,1,NA,1
05933402,980090,100,NA,1
05933402,980210,100,NA,1
05933402,980230,100,NA,1
05933402,980281,100,NA,1
05933402,980286,100,NA,1
05933402,980310,100,NA,1
05933402,980330,100,NA,1
05933431,800932,13500,NA,1
05933431,900000,90000,NA,1
05933431,900030,29696,NA,1
05933431,900170,2475,NA,1
05933431,900180,30386,NA,1
05933431,980000,152557,NA,1
05933431,980010,2,NA,1
05933431,980020,62,NA,1
05933431,980030,1,NA,1
05933431,980040,2,NA,1
05933431,980060,1,NA,1
05933431,980090,100,NA,1
05933431,980220,100,NA,1
05933431,980240,100,NA,1
05933431,980281,100,NA,1
05933431,980286,100,NA,1
05933431,980310,100,NA,1
05933431,980330,100,NA,1
05933432,800932,13500,NA,1
05933432,900000,90000,NA,1
05933432,900030,29696,NA,1
05933432,900170,2558,NA,1
05933432,900180,6931,NA,1
05933432,980000,129185,NA,1
05933432,980010,2,NA,1
05933432,980020,62,NA,1
05933432,980030,1,NA,1
05933432,980040,2,NA,1
05933432,980060,1,NA,1
05933432,980090,100,NA,1
05933432,980220,100,NA,1
05933432,980240,100,NA,1
05933432,980281,100,NA,1
05933432,980286,100,NA,1
05933432,980310,100,NA,1
05933432,980330,100,NA,1
05933451,800940,5355,NA,1
05933451,900000,50000,NA,1
05933451,900160,10000,NA,1
05933451,980000,60000,NA,1
05933451,980010,1,NA,1
05933451,980020,27,NA,1
05933451,980030,1,NA,1
05933451,980040,1,NA,1
05933451,980220,100,NA,1
05933451,980260,100,NA,1
05933451,980281,100,NA,1
05933451,980286,100,NA,1
05933451,980310,100,NA,1
05933451,980330,100,NA,1
05933452,800940,5355,NA,1
05933452,900000,50000,NA,1
05933452,900160,10000,NA,1
05933452,980000,60000,NA,1
05933452,980010,1,NA,1
05933452,980020,27,NA,1
05933452,980030,1,NA,1
05933452,980040,1,NA,1
05933452,980220,100,NA,1
05933452,980260,100,NA,1
05933452,980281,100,NA,1
05933452,980286,100,NA,1
05933452,980310,100,NA,1
05933452,980330,100,NA,1
05933461,900030,12932,NA,1
05933461,980000,12932,NA,1
05933461,980010,1,NA,1
05933461,980020,83,NA,1
05933461,980040,1,NA,1
05933461,980060,1,NA,1
05933461,980090,100,NA,1
05933461,980220,100,NA,1
05933461,980240,100,NA,1
05933461,980281,100,NA,1
05933461,980286,100,NA,1
05933461,980300,100,NA,1
05933461,980330,100,NA,1
05933462,900030,12932,NA,1
05933462,980000,12932,NA,1
05933462,980010,1,NA,1
05933462,980020,83,NA,1
05933462,980040,1,NA,1
05933462,980060,1,NA,1
05933462,980090,100,NA,1
05933462,980220,100,NA,1
05933462,980240,100,NA,1
05933462,980281,100,NA,1
05933462,980286,100,NA,1
05933462,980300,100,NA,1
05933462,980330,100,NA,1
05933471,900000,45000,NA,1
05933471,900150,2400,NA,1
05933471,980000,47400,NA,1
05933471,980010,2,NA,1
05933471,980020,50,NA,1
05933471,980030,1,NA,1
05933471,980040,1,NA,1
05933471,980090,100,NA,1
05933471,980220,100,NA,1
05933471,980240,100,NA,1
05933471,980281,100,NA,1
05933471,980286,100,NA,1
05933471,980300,100,NA,1
05933471,980330,100,NA,1
05933472,900000,45000,NA,1
05933472,900150,2400,NA,1
05933472,980000,47400,NA,1
05933472,980010,2,NA,1
05933472,980020,50,NA,1
05933472,980030,1,NA,1
05933472,980040,1,NA,1
05933472,980090,100,NA,1
05933472,980220,100,NA,1
05933472,980240,100,NA,1
05933472,980281,100,NA,1
05933472,980286,100,NA,1
05933472,980300,100,NA,1
05933472,980330,100,NA,1
05933491,900000,100000,NA,1
05933491,980000,100000,NA,1
05933491,980010,3,NA,1
05933491,980020,62,NA,1
05933491,980030,2,NA,1
05933491,980040,3,NA,1
05933491,980090,100,NA,1
05933491,980210,100,NA,1
05933491,980240,100,NA,1
05933491,980281,100,NA,1
05933491,980285,100,NA,1
05933491,980300,100,NA,1
05933491,980330,100,NA,1
05933492,900000,100000,NA,1
05933492,980000,100000,NA,1
05933492,980010,3,NA,1
05933492,980020,62,NA,1
05933492,980030,2,NA,1
05933492,980040,3,NA,1
05933492,980090,100,NA,1
05933492,980210,100,NA,1
05933492,980240,100,NA,1
05933492,980281,100,NA,1
05933492,980285,100,NA,1
05933492,980300,100,NA,1
05933492,980330,100,NA,1
05933521,900000,49720,NA,1
05933521,980000,49720,NA,1
05933521,980010,1,NA,1
05933521,980020,75,NA,1
05933521,980030,1,NA,1
05933521,980040,1,NA,1
05933521,980060,1,NA,1
05933521,980210,100,NA,1
05933521,980260,100,NA,1
05933521,980281,100,NA,1
05933521,980286,100,NA,1
05933521,980310,100,NA,1
05933521,980330,100,NA,1
05933522,900000,54066,NA,1
05933522,980000,54066,NA,1
05933522,980010,1,NA,1
05933522,980020,75,NA,1
05933522,980030,1,NA,1
05933522,980040,1,NA,1
05933522,980060,1,NA,1
05933522,980210,100,NA,1
05933522,980260,100,NA,1
05933522,980281,100,NA,1
05933522,980286,100,NA,1
05933522,980310,100,NA,1
05933522,980330,100,NA,1
05933531,900000,181000,NA,1
05933531,980000,181000,NA,1
05933531,980010,4,NA,1
05933531,980020,46,NA,1
05933531,980030,3,NA,1
05933531,980040,4,NA,1
05933531,980050,1,NA,1
05933531,980090,100,NA,1
05933531,980220,100,NA,1
05933531,980230,100,NA,1
05933531,980281,100,NA,1
05933531,980285,100,NA,1
05933531,980310,100,NA,1
05933531,980330,100,NA,1
05933532,900000,181000,NA,1
05933532,980000,181000,NA,1
05933532,980010,4,NA,1
05933532,980020,46,NA,1
05933532,980030,3,NA,1
05933532,980040,4,NA,1
05933532,980050,1,NA,1
05933532,980090,100,NA,1
05933532,980220,100,NA,1
05933532,980230,100,NA,1
05933532,980281,100,NA,1
05933532,980285,100,NA,1
05933532,980310,100,NA,1
05933532,980330,100,NA,1
05933571,800700,30,NA,1
05933571,800932,27712,NA,1
05933571,900000,471271,T,1
05933571,900180,1500,NA,1
05933571,980000,472771,T,1
05933571,980010,2,NA,1
05933571,980020,31,NA,1
05933571,980030,2,NA,1
05933571,980040,2,NA,1
05933571,980090,100,NA,1
05933571,980220,100,NA,1
05933571,980230,100,NA,1
05933571,980281,100,NA,1
05933571,980286,100,NA,1
05933571,980310,100,NA,1
05933571,980330,100,NA,1
05933572,800700,30,NA,1
05933572,800932,27712,NA,1
05933572,900000,471271,T,1
05933572,900180,1500,NA,1
05933572,980000,472771,T,1
05933572,980010,2,NA,1
05933572,980020,31,NA,1
05933572,980030,2,NA,1
05933572,980040,2,NA,1
05933572,980090,100,NA,1
05933572,980220,100,NA,1
05933572,980230,100,NA,1
05933572,980281,100,NA,1
05933572,980286,100,NA,1
05933572,980310,100,NA,1
05933572,980330,100,NA,1
05933611,900030,26372,NA,1
05933611,900090,617,NA,1
05933611,900180,155,NA,1
05933611,900200,182,NA,1
05933611,980000,27326,NA,1
05933611,980010,1,NA,1
05933611,980020,76,NA,1
05933611,980040,2,NA,1
05933611,980060,1,NA,1
05933611,980090,100,NA,1
05933611,980220,100,NA,1
05933611,980230,100,NA,1
05933611,980281,100,NA,1
05933611,980286,100,NA,1
05933611,980300,100,NA,1
05933611,980330,100,NA,1
05933612,900030,26372,NA,1
05933612,900090,617,NA,1
05933612,900180,43,NA,1
05933612,900200,182,NA,1
05933612,980000,27214,NA,1
05933612,980010,1,NA,1
05933612,980020,76,NA,1
05933612,980040,2,NA,1
05933612,980060,1,NA,1
05933612,980090,100,NA,1
05933612,980220,100,NA,1
05933612,980230,100,NA,1
05933612,980281,100,NA,1
05933612,980286,100,NA,1
05933612,980300,100,NA,1
05933612,980330,100,NA,1
05933651,800932,350,NA,1
05933651,900000,100800,NA,1
05933651,980000,100800,NA,1
05933651,980010,6,NA,1
05933651,980020,48,NA,1
05933651,980030,2,NA,1
05933651,980040,6,NA,1
05933651,980050,3,NA,1
05933651,980090,100,NA,1
05933651,980210,100,NA,1
05933651,980230,100,NA,1
05933651,980281,100,NA,1
05933651,980286,100,NA,1
05933651,980310,100,NA,1
05933651,980330,100,NA,1
05933652,800932,350,NA,1
05933652,900000,100800,NA,1
05933652,980000,100800,NA,1
05933652,980010,6,NA,1
05933652,980020,48,NA,1
05933652,980030,2,NA,1
05933652,980040,6,NA,1
05933652,980050,3,NA,1
05933652,980090,100,NA,1
05933652,980210,100,NA,1
05933652,980230,100,NA,1
05933652,980281,100,NA,1
05933652,980286,100,NA,1
05933652,980310,100,NA,1
05933652,980330,100,NA,1
05933661,900150,4642,NA,1
05933661,900210,2806,NA,1
05933661,900220,471611,T,1
05933661,980000,7448,NA,1
05933661,980010,2,NA,1
05933661,980020,29,NA,1
05933661,980040,3,NA,1
05933661,980210,100,NA,1
05933661,980260,100,NA,1
05933661,980281,100,NA,1
05933661,980286,100,NA,1
05933661,980310,100,NA,1
05933661,980330,100,NA,1
05933662,900030,11105,NA,1
05933662,900120,2610,NA,1
05933662,900150,4848,NA,1
05933662,900220,471611,T,1
05933662,980000,18562,NA,1
05933662,980010,2,NA,1
05933662,980020,29,NA,1
05933662,980040,3,NA,1
05933662,980210,100,NA,1
05933662,980260,100,NA,1
05933662,980281,100,NA,1
05933662,980286,100,NA,1
05933662,980310,100,NA,1
05933662,980330,100,NA,1
05933671,900030,54600,NA,1
05933671,900170,5600,NA,1
05933671,900180,150,NA,1
05933671,980000,60350,NA,1
05933671,980010,2,NA,1
05933671,980020,67,NA,1
05933671,980040,2,NA,1
05933671,980060,2,NA,1
05933671,980090,100,NA,1
05933671,980210,100,NA,1
05933671,980230,100,NA,1
05933671,980281,100,NA,1
05933671,980286,100,NA,1
05933671,980300,100,NA,1
05933671,980330,100,NA,1
05933672,900030,54600,NA,1
05933672,900170,5600,NA,1
05933672,900180,150,NA,1
05933672,980000,60350,NA,1
05933672,980010,2,NA,1
05933672,980020,67,NA,1
05933672,980040,2,NA,1
05933672,980060,2,NA,1
05933672,980090,100,NA,1
05933672,980210,100,NA,1
05933672,980230,100,NA,1
05933672,980281,100,NA,1
05933672,980286,100,NA,1
05933672,980300,100,NA,1
05933672,980330,100,NA,1
05933721,900030,55988,NA,1
05933721,980000,55988,NA,1
05933721,980010,2,NA,1
05933721,980020,75,NA,1
05933721,980040,1,NA,1
05933721,980060,2,NA,1
05933721,980090,100,NA,1
05933721,980220,100,NA,1
05933721,980240,100,NA,1
05933721,980281,100,NA,1
05933721,980286,100,NA,1
05933721,980310,100,NA,1
05933721,980330,100,NA,1
05933722,900030,55988,NA,1
05933722,980000,55988,NA,1
05933722,980010,2,NA,1
05933722,980020,75,NA,1
05933722,980040,1,NA,1
05933722,980060,2,NA,1
05933722,980090,100,NA,1
05933722,980220,100,NA,1
05933722,980240,100,NA,1
05933722,980281,100,NA,1
05933722,980286,100,NA,1
05933722,980310,100,NA,1
05933722,980330,100,NA,1
05933741,900030,32096,NA,1
05933741,900170,25000,NA,1
05933741,900180,36000,NA,1
05933741,980000,93096,NA,1
05933741,980010,1,NA,1
05933741,980020,73,NA,1
05933741,980040,1,NA,1
05933741,980060,1,NA,1
05933741,980090,100,NA,1
05933741,980220,100,NA,1
05933741,980240,100,NA,1
05933741,980281,100,NA,1
05933741,980286,100,NA,1
05933741,980310,100,NA,1
05933741,980330,100,NA,1
05933742,900030,32096,NA,1
05933742,900170,25000,NA,1
05933742,900180,36000,NA,1
05933742,980000,93096,NA,1
05933742,980010,1,NA,1
05933742,980020,73,NA,1
05933742,980040,1,NA,1
05933742,980060,1,NA,1
05933742,980090,100,NA,1
05933742,980220,100,NA,1
05933742,980240,100,NA,1
05933742,980281,100,NA,1
05933742,980286,100,NA,1
05933742,980310,100,NA,1
05933742,980330,100,NA,1
05933761,900000,70000,NA,1
05933761,980000,70000,NA,1
05933761,980010,1,NA,1
05933761,980020,36,NA,1
05933761,980030,1,NA,1
05933761,980040,1,NA,1
05933761,980210,100,NA,1
05933761,980260,100,NA,1
05933761,980281,100,NA,1
05933761,980286,100,NA,1
05933761,980310,100,NA,1
05933761,980330,100,NA,1
05933762,900000,70000,NA,1
05933762,980000,70000,NA,1
05933762,980010,1,NA,1
05933762,980020,36,NA,1
05933762,980030,1,NA,1
05933762,980040,1,NA,1
05933762,980210,100,NA,1
05933762,980260,100,NA,1
05933762,980281,100,NA,1
05933762,980286,100,NA,1
05933762,980310,100,NA,1
05933762,980330,100,NA,1
05933781,900030,15685,NA,1
05933781,900170,800,NA,1
05933781,980000,16485,NA,1
05933781,980010,2,NA,1
05933781,980020,60,NA,1
05933781,980040,1,NA,1
05933781,980060,1,NA,1
05933781,980090,100,NA,1
05933781,980220,100,NA,1
05933781,980230,100,NA,1
05933781,980281,100,NA,1
05933781,980286,100,NA,1
05933781,980310,100,NA,1
05933781,980330,100,NA,1
05933782,900030,15862,NA,1
05933782,900170,800,NA,1
05933782,980000,16662,NA,1
05933782,980010,2,NA,1
05933782,980020,60,NA,1
05933782,980040,1,NA,1
05933782,980060,1,NA,1
05933782,980090,100,NA,1
05933782,980220,100,NA,1
05933782,980230,100,NA,1
05933782,980281,100,NA,1
05933782,980286,100,NA,1
05933782,980310,100,NA,1
05933782,980330,100,NA,1
05933791,900000,90000,NA,1
05933791,900220,800,NA,1
05933791,980000,90000,NA,1
05933791,980010,4,NA,1
05933791,980020,37,NA,1
05933791,980030,2,NA,1
05933791,980040,2,NA,1
05933791,980050,2,NA,1
05933791,980220,100,NA,1
05933791,980260,100,NA,1
05933791,980281,100,NA,1
05933791,980285,100,NA,1
05933791,980310,100,NA,1
05933791,980330,100,NA,1
05933792,900000,90000,NA,1
05933792,900220,800,NA,1
05933792,980000,90000,NA,1
05933792,980010,4,NA,1
05933792,980020,37,NA,1
05933792,980030,2,NA,1
05933792,980040,2,NA,1
05933792,980050,2,NA,1
05933792,980220,100,NA,1
05933792,980260,100,NA,1
05933792,980281,100,NA,1
05933792,980285,100,NA,1
05933792,980310,100,NA,1
05933792,980330,100,NA,1
05933801,900000,468271,T,1
05933801,900180,1212,NA,1
05933801,980000,469483,T,1
05933801,980010,2,NA,1
05933801,980020,31,NA,1
05933801,980030,2,NA,1
05933801,980040,1,NA,1
05933801,980090,100,NA,1
05933801,980220,100,NA,1
05933801,980230,100,NA,1
05933801,980281,100,NA,1
05933801,980286,100,NA,1
05933801,980310,100,NA,1
05933801,980330,100,NA,1
05933802,900000,468271,T,1
05933802,900180,1271,NA,1
05933802,980000,469542,T,1
05933802,980010,2,NA,1
05933802,980020,31,NA,1
05933802,980030,2,NA,1
05933802,980040,1,NA,1
05933802,980090,100,NA,1
05933802,980220,100,NA,1
05933802,980230,100,NA,1
05933802,980281,100,NA,1
05933802,980286,100,NA,1
05933802,980310,100,NA,1
05933802,980330,100,NA,1
05933851,900000,1248,NA,1
05933851,900030,39280,NA,1
05933851,900170,24120,NA,1
05933851,900180,20000,NA,1
05933851,980000,84648,NA,1
05933851,980010,2,NA,1
05933851,980020,73,NA,1
05933851,980030,1,NA,1
05933851,980040,3,NA,1
05933851,980060,2,NA,1
05933851,980090,100,NA,1
05933851,980220,100,NA,1
05933851,980230,100,NA,1
05933851,980281,100,NA,1
05933851,980286,100,NA,1
05933851,980310,100,NA,1
05933851,980330,100,NA,1
05933852,900000,1248,NA,1
05933852,900030,39280,NA,1
05933852,900170,24120,NA,1
05933852,900180,20000,NA,1
05933852,980000,84648,NA,1
05933852,980010,2,NA,1
05933852,980020,73,NA,1
05933852,980030,1,NA,1
05933852,980040,3,NA,1
05933852,980060,2,NA,1
05933852,980090,100,NA,1
05933852,980220,100,NA,1
05933852,980230,100,NA,1
05933852,980281,100,NA,1
05933852,980286,100,NA,1
05933852,980310,100,NA,1
05933852,980330,100,NA,1
05933861,900030,25472,NA,1
05933861,900150,2220,NA,1
05933861,980000,27692,NA,1
05933861,980010,1,NA,1
05933861,980020,74,NA,1
05933861,980040,1,NA,1
05933861,980060,1,NA,1
05933861,980090,100,NA,1
05933861,980220,100,NA,1
05933861,980230,100,NA,1
05933861,980281,100,NA,1
05933861,980286,100,NA,1
05933861,980300,100,NA,1
05933861,980330,100,NA,1
05933862,900030,25472,NA,1
05933862,900150,2220,NA,1
05933862,980000,27692,NA,1
05933862,980010,1,NA,1
05933862,980020,74,NA,1
05933862,980040,1,NA,1
05933862,980060,1,NA,1
05933862,980090,100,NA,1
05933862,980220,100,NA,1
05933862,980230,100,NA,1
05933862,980281,100,NA,1
05933862,980286,100,NA,1
05933862,980300,100,NA,1
05933862,980330,100,NA,1
05933931,900030,13088,NA,1
05933931,900170,267,NA,1
05933931,900180,325,NA,1
05933931,980000,13680,NA,1
05933931,980010,1,NA,1
05933931,980020,81,NA,1
05933931,980040,1,NA,1
05933931,980060,1,NA,1
05933931,980220,100,NA,1
05933931,980260,100,NA,1
05933931,980281,100,NA,1
05933931,980286,100,NA,1
05933931,980310,100,NA,1
05933931,980330,100,NA,1
05933932,900030,13088,NA,1
05933932,900170,267,NA,1
05933932,900180,4537,NA,1
05933932,980000,17892,NA,1
05933932,980010,1,NA,1
05933932,980020,81,NA,1
05933932,980040,1,NA,1
05933932,980060,1,NA,1
05933932,980220,100,NA,1
05933932,980260,100,NA,1
05933932,980281,100,NA,1
05933932,980286,100,NA,1
05933932,980310,100,NA,1
05933932,980330,100,NA,1
05933941,800932,23000,NA,1
05933941,900000,356271,T,1
05933941,900180,1200,NA,1
05933941,980000,357471,T,1
05933941,980010,3,NA,1
05933941,980020,32,NA,1
05933941,980030,1,NA,1
05933941,980040,1,NA,1
05933941,980050,1,NA,1
05933941,980090,100,NA,1
05933941,980220,100,NA,1
05933941,980230,100,NA,1
05933941,980281,100,NA,1
05933941,980285,100,NA,1
05933941,980310,100,NA,1
05933941,980330,100,NA,1
05933942,800932,23000,NA,1
05933942,900000,356271,T,1
05933942,900180,1200,NA,1
05933942,980000,357471,T,1
05933942,980010,3,NA,1
05933942,980020,32,NA,1
05933942,980030,1,NA,1
05933942,980040,1,NA,1
05933942,980050,1,NA,1
05933942,980090,100,NA,1
05933942,980220,100,NA,1
05933942,980230,100,NA,1
05933942,980281,100,NA,1
05933942,980285,100,NA,1
05933942,980310,100,NA,1
05933942,980330,100,NA,1
05933991,900000,356271,T,1
05933991,980000,356271,T,1
05933991,980010,1,NA,1
05933991,980020,58,NA,1
05933991,980030,1,NA,1
05933991,980040,4,NA,1
05933991,980090,100,NA,1
05933991,980210,100,NA,1
05933991,980230,100,NA,1
05933991,980281,100,NA,1
05933991,980285,100,NA,1
05933991,980310,100,NA,1
05933991,980330,100,NA,1
05933992,900000,356271,T,1
05933992,980000,356271,T,1
05933992,980010,1,NA,1
05933992,980020,58,NA,1
05933992,980030,1,NA,1
05933992,980040,4,NA,1
05933992,980090,100,NA,1
05933992,980210,100,NA,1
05933992,980230,100,NA,1
05933992,980281,100,NA,1
05933992,980285,100,NA,1
05933992,980310,100,NA,1
05933992,980330,100,NA,1
05934001,900190,90000,NA,1
05934001,980000,90000,NA,1
05934001,980010,2,NA,1
05934001,980020,66,NA,1
05934001,980040,1,NA,1
05934001,980060,1,NA,1
05934001,980090,100,NA,1
05934001,980210,100,NA,1
05934001,980240,100,NA,1
05934001,980281,100,NA,1
05934001,980286,100,NA,1
05934001,980310,100,NA,1
05934001,980330,100,NA,1
05934002,900190,90000,NA,1
05934002,980000,90000,NA,1
05934002,980010,2,NA,1
05934002,980020,66,NA,1
05934002,980040,1,NA,1
05934002,980060,1,NA,1
