INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,NUM_VET,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRVG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,URBAN,HISP_REF,HISP2
0.7997221,0.7999313,0.7982585,0.7870028,0.7949956,0.7996714,0.8308352,05888121,70,D,62,D,1,1,D,01,D,3,D,13,D,13,D,1,D,1,D,3,D,4,D,0,D,153196,D,19764.629,7000,D,10328,D,0,D,NA,A,0,D,12,D,17696,D,0,D,135000,D,10,D,40,D,0,D,NA,NA,NA,NA,1522,D,350,D,NA,A,1,NA,3,D,NA,A,01,D,NA,A,0,D,0,D,1,D,06,D,4,1,NA,1,D,1,D,4,1,D,2,NA,1,09,2024,1,D,2,D,1,D,2,NA,A,NA,A,NA,A,26,D,52,D,41720.751,NA,43291.879,50512.466,44449.431,NA,39019.846,48475.041,45458.475,50442.201,39683.235,NA,NA,NA,41653.028,NA,43023.213,0,43590.022,34793.036,NA,NA,NA,NA,NA,40411.883,NA,NA,NA,36187.489,39146.349,NA,38429.054,NA,45655.14,42966.927,NA,NA,41128.911,NA,NA,50409.198,NA,44496.253,NA,51.34,29.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02,22.32,0,0,0,32.1,0,85.5,39.05,1,D,NA,A,7,D,49,D,588812,NA,A,NA,A,0,D,156522.4,D,158488,158812,153340,155860,156112,201,0,D,0,0,0,0,0,0,D,0,D,277.2,D,441,468,12,222,243,201,17696,D,17696,17696,17696,17696,17696,100,0,D,0,0,0,0,0,100,135000,D,135000,135000,135000,135000,135000,100,D,3326.4,D,5292,5616,144,2664,2916,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,13,0,D,0,0,0,0,0,100,0,NA,A,NA,A,500,D,500,500,500,500,500,100,500,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,A,A,A,A,8,3,1,2,2
0.8024725,0.7961737,0.799906,0.7906626,0.7948498,0.8096026,0.830981,05888122,70,D,62,D,1,1,D,01,D,3,D,13,D,13,D,1,D,1,D,3,D,4,D,0,D,153196,D,19764.629,7000,D,10328,D,0,D,NA,A,0,D,12,D,17696,D,0,D,135000,D,10,D,40,D,0,D,NA,NA,NA,NA,1522,D,350,D,NA,A,1,NA,3,D,NA,A,01,D,NA,A,0,D,0,D,1,D,06,D,4,1,NA,1,D,1,D,4,1,D,2,NA,1,09,2024,1,D,2,D,2,D,2,NA,A,NA,A,NA,A,26,D,52,D,41720.751,NA,43291.879,50512.466,44449.431,NA,39019.846,48475.041,45458.475,50442.201,39683.235,NA,NA,NA,41653.028,NA,43023.213,0,43590.022,34793.036,NA,NA,NA,NA,NA,40411.883,NA,NA,NA,36187.489,39146.349,NA,38429.054,NA,45655.14,42966.927,NA,NA,41128.911,NA,NA,50409.198,NA,44496.253,NA,50.61,50.61,0,10.63,0,0,0,0,0,0,0,12.22,0,6.04,0,3.07,5.35,0,13.3,0,0,0,0,9.61,0,0,6.88,1,D,NA,A,7,D,49,D,588812,NA,A,NA,A,0,D,157506.4,D,162472,158488,155824,156016,154732,201,0,D,0,0,0,0,0,0,D,0,D,359.2,D,773,441,219,235,128,201,17696,D,17696,17696,17696,17696,17696,100,0,D,0,0,0,0,0,100,135000,D,135000,135000,135000,135000,135000,100,D,4310.4,D,9276,5292,2628,2820,1536,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,13,0,D,0,0,0,0,0,100,0,NA,A,NA,A,500,D,500,500,500,500,500,100,500,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,D,A,A,A,A,8,3,1,2,2
0.8189776,0.8111719,0.8366777,0.8158532,0.7971547,0.8100329,0.8494239,05888131,31,D,30,D,1,1,D,01,D,2,D,15,D,15,D,1,D,1,D,2,D,1,D,0,D,165000,D,58328.076,5000,D,12623,D,0,D,NA,A,0,D,NA,A,0,D,0,D,165000,D,50,D,50,D,0,D,NA,NA,NA,NA,1304,D,300,D,NA,A,1,NA,2,D,NA,A,06,D,NA,A,0,D,0,D,0,D,05,D,2,1,NA,2,D,1,D,1,2,D,1,NA,1,09,2024,1,D,1,D,1,D,2,NA,A,NA,A,NA,A,52,D,52,D,NA,118271.975,NA,127205.166,NA,NA,126785.187,113837.275,NA,125757.845,108908.224,NA,100173.294,NA,104843.333,113883.726,NA,0,NA,NA,112960.921,NA,NA,NA,NA,NA,108439.906,122269.932,79517.499,NA,116260.736,NA,NA,NA,118505.021,125938.033,104712.117,105285.71,110226.817,NA,133312.317,128500.321,103564.187,NA,NA,71.5,47.24,0,0,0,5.59714,0,8.67782,0,0,0,9.14153,7.12229,3.26083,0,0,4.76495,0,8.67544,24.26,0,0,0,0,0,0,0,1,D,NA,A,0,D,42,D,588813,NA,A,NA,A,0,D,165657.6,D,162582,160242,167878,175947,161639,301,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,165657.6,D,162582,160242,167878,175947,161639,301,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,2,5,1,2,2
0.8223428,0.8251792,0.809107,0.8168817,0.8152599,0.8351934,0.8501285,05888132,31,D,30,D,1,1,D,01,D,2,D,15,D,15,D,1,D,1,D,2,D,1,D,0,D,165000,D,58328.076,5000,D,12623,D,0,D,NA,A,0,D,NA,A,0,D,0,D,165000,D,50,D,50,D,0,D,NA,NA,NA,NA,1304,D,300,D,NA,A,1,NA,2,D,NA,A,06,D,NA,A,0,D,0,D,0,D,05,D,2,1,NA,2,D,1,D,1,2,D,1,NA,1,09,2024,1,D,1,D,2,D,2,NA,A,NA,A,NA,A,52,D,52,D,NA,118271.975,NA,127205.166,NA,NA,126785.187,113837.275,NA,125757.845,108908.224,NA,100173.294,NA,104843.333,113883.726,NA,0,NA,NA,112960.921,NA,NA,NA,NA,NA,108439.906,122269.932,79517.499,NA,116260.736,NA,NA,NA,118505.021,125938.033,104712.117,105285.71,110226.817,NA,133312.317,128500.321,103564.187,NA,NA,75.68,75.68,0,8.12214,8.66334,6.74524,0,0,0,4.22829,0,13.25496,8.24327,4.94801,5.99653,0,9.52621,0,5.95201,0,65.54,0,0,0,0,0,0,1,D,NA,A,0,D,42,D,588813,NA,A,NA,A,0,D,168814.6,D,176770,168047,168604,160791,169861,301,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,168814.6,D,176770,168047,168604,160791,169861,301,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,15,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,2,5,1,2,2
0.0735803,0.0847909,0.0832593,0.081374,0.0817395,0.0807889,0.191939,05888171,65,D,NA,A,1,1,D,01,D,1,D,11,D,NA,A,1,D,NA,A,1,D,8,D,0,D,15000,D,28107.115,0,D,1148,D,0,D,NA,A,0,D,NA,A,0,D,0,D,15000,D,60,D,NA,A,0,D,NA,NA,NA,NA,435,D,100,D,NA,A,2,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,1,D,01,D,1,NA,A,2,D,4,D,3,2,D,NA,A,1,09,2024,1,D,NA,A,1,D,2,NA,A,NA,A,NA,A,52,D,NA,A,57906.873,66983.328,56127.775,49036.463,53285.033,NA,NA,NA,62165.191,NA,53534.346,60984.147,39515.485,NA,NA,NA,NA,0,NA,55551.177,NA,NA,NA,51724.273,53696.46,NA,51558.172,NA,49349.772,56549.908,NA,NA,59396.325,NA,NA,57088.841,NA,51357.576,NA,NA,66018.714,61948.247,52409.118,NA,52292.391,136.61,86.61,2.7,16.71,0,4.09,0,4.22,4.39,2.59,0,0,8.64,3.78,13.01,0,9.92,12.18,4.38,50,0,0,33.98,0,0,0,69.39,1,D,NA,A,0,D,48,D,588817,NA,A,NA,A,0,D,15000,D,15000,15000,15000,15000,15000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,15000,D,15000,15000,15000,15000,15000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S37B,11,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,3,1,2,NA
0.0709484,0.0821591,0.0806274,0.0787421,0.0791077,0.078157,0.1893072,05888172,65,D,NA,A,1,1,D,01,D,1,D,11,D,NA,A,1,D,NA,A,1,D,8,D,0,D,15000,D,28107.115,0,D,1148,D,0,D,NA,A,0,D,NA,A,0,D,0,D,15000,D,60,D,NA,A,0,D,NA,NA,NA,NA,435,D,100,D,NA,A,2,NA,1,D,NA,A,NA,A,NA,A,0,D,0,D,1,D,01,D,1,NA,A,2,D,4,D,3,2,D,NA,A,1,09,2024,1,D,NA,A,2,D,2,NA,A,NA,A,NA,A,52,D,NA,A,57906.873,66983.328,56127.775,49036.463,53285.033,NA,NA,NA,62165.191,NA,53534.346,60984.147,39515.485,NA,NA,NA,NA,0,NA,55551.177,NA,NA,NA,51724.273,53696.46,NA,51558.172,NA,49349.772,56549.908,NA,NA,59396.325,NA,NA,57088.841,NA,51357.576,NA,NA,66018.714,61948.247,52409.118,NA,52292.391,169.28,160.03,64.84,13.16,0,0,0,0,0,0,3.86,5.18,39.65,0,3.96,8.81,0,0,20.57,9.25,0,0,0,0,0,0,3.11,1,D,NA,A,0,D,48,D,588817,NA,A,NA,A,0,D,15000,D,15000,15000,15000,15000,15000,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,15000,D,15000,15000,15000,15000,15000,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S37B,11,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,7,3,1,2,NA
0.0603299,0.0694604,0.0695816,0.0687923,0.0682605,0.0669844,0.1766304,05888181,77,D,NA,A,1,4,D,01,D,8,D,12,D,NA,A,NA,A,NA,A,1,D,8,D,0,D,14036,D,69099.42,0,D,0,D,0,D,NA,A,0,D,NA,A,13256,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,326,D,75,D,NA,A,5,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,1,D,NA,A,2,NA,A,2,D,1,D,1,2,D,NA,A,1,09,2024,NA,A,NA,A,1,D,2,NA,A,1,D,NA,A,0,D,NA,A,NA,NA,128745.708,NA,122230.531,NA,NA,123824.466,127409.712,NA,142452.841,151185.997,NA,149680.557,NA,162649.02,141359.146,0,NA,NA,NA,129265.232,NA,NA,NA,NA,NA,129447.233,125194.699,153225.116,NA,123976.803,NA,NA,NA,136241.13,140353.934,128371.892,131860.784,126875.285,NA,149204.934,131092.191,133604.798,NA,9.69,2.69,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,D,NA,A,0,D,36,D,588818,NA,A,NA,A,0,D,14036,D,14036,14036,14036,14036,14036,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,13256,D,13256,13256,13256,13256,13256,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,12,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,780,D,780,780,780,780,780,100,780,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,D,A,2,3,1,2,NA
0.0598202,0.0689507,0.0690719,0.0682826,0.0677508,0.0664747,0.1761207,05888182,77,D,NA,A,1,4,D,01,D,8,D,12,D,NA,A,NA,A,NA,A,1,D,8,D,0,D,14036,D,69099.42,0,D,0,D,0,D,NA,A,0,D,NA,A,13256,D,0,D,0,D,NA,A,NA,A,0,D,NA,NA,NA,NA,326,D,75,D,NA,A,5,NA,0,D,NA,A,NA,A,NA,A,0,D,0,D,1,D,NA,A,2,NA,A,2,D,1,D,1,2,D,NA,A,1,09,2024,NA,A,NA,A,2,D,2,NA,A,1,D,NA,A,0,D,NA,A,NA,NA,128745.708,NA,122230.531,NA,NA,123824.466,127409.712,NA,142452.841,151185.997,NA,149680.557,NA,162649.02,141359.146,0,NA,NA,NA,129265.232,NA,NA,NA,NA,NA,129447.233,125194.699,153225.116,NA,123976.803,NA,NA,NA,136241.13,140353.934,128371.892,131860.784,126875.285,NA,149204.934,131092.191,133604.798,NA,37.47,37.47,0,5.99,0,0,0,0,0,0,2.99,0,17.91,0,0,0,4.59,0,5.99,0,0,0,0,0,0,0,11.9,1,D,NA,A,0,D,36,D,588818,NA,A,NA,A,0,D,14036,D,14036,14036,14036,14036,14036,100,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,13256,D,13256,13256,13256,13256,13256,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,12,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,780,D,780,780,780,780,780,100,780,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,D,A,2,3,1,2,NA
0.2218956,0.0863048,0.1254332,0.3910443,0.3219171,0.1887379,0.1501261,05888201,54,D,NA,A,1,4,D,01,D,4,D,11,D,NA,A,1,D,NA,A,3,D,9,D,0,D,7000,D,27279.237,0,D,536,D,0,D,NA,A,0,D,NA,A,0,D,0,D,7000,D,30,D,NA,A,0,D,NA,NA,NA,NA,435,D,100,D,NA,A,4,NA,2,D,NA,A,NA,A,NA,A,0,D,1,D,0,D,11,D,1,NA,A,2,D,6,D,1,2,D,NA,A,1,09,2024,NA,A,NA,A,1,D,2,NA,A,NA,A,NA,A,25,D,NA,A,NA,NA,51983.415,59243.915,NA,69755.601,63648.705,NA,52200.683,NA,45060.252,52113.061,NA,NA,NA,59287.147,NA,0,NA,NA,NA,NA,51708.444,45224.685,56813.85,NA,51435.711,NA,NA,NA,47610.227,63227.669,62463.36,56576.848,43119.772,NA,54217.924,82074.466,75109.17,NA,NA,56617.705,NA,52398.084,NA,143.31,143.31,10.47,2.19,11.38,24.06,0,6.91,38.79,0,0,5.99,6.43,2.91,9.33,4.29,2.29,11.29,6.98,0,0,0,0,0,0,0,3.61,2,D,30,D,0,D,34,D,588820,6,D,NA,A,0,D,33992.4,D,29043,47386,57410,20848,15275,402,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,33992.4,D,29043,47386,57410,20848,15275,402,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S12A,12,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,2,4,1,1,NA
0.3998599,0.5850676,0.3509756,0.5857103,0.2461092,0.2143632,0.1512472,05888202,54,D,NA,A,1,4,D,01,D,4,D,11,D,NA,A,1,D,NA,A,3,D,9,D,0,D,7000,D,17219.822,0,D,536,D,0,D,NA,A,0,D,NA,A,0,D,0,D,7000,D,30,D,NA,A,0,D,NA,NA,NA,NA,435,D,100,D,NA,A,4,NA,2,D,NA,A,NA,A,NA,A,0,D,0,D,1,D,11,D,1,NA,A,2,D,6,D,1,1,D,NA,A,1,10,2024,NA,A,NA,A,2,D,2,NA,A,NA,A,NA,A,25,D,NA,A,NA,NA,31736.964,37965.632,NA,44783.304,40244.189,NA,30787.705,NA,31720.296,30854.573,NA,NA,NA,27069.216,NA,0,NA,NA,NA,NA,29428.86,27069.216,29869.518,NA,27069.216,NA,NA,NA,27921.266,45265.279,40549.889,38675.494,41565.971,NA,30446.696,67134.073,48643.361,NA,NA,43079.232,NA,39304.391,NA,7.99,7.99,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,67,D,0,D,34,D,588820,6,D,NA,A,0,D,60117.6,D,32280,36036,90916,51024,90332,402,0,D,0,0,0,0,0,0,D,0,D,NA,A,NA,NA,NA,NA,NA,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,60117.6,D,32280,36036,90916,51024,90332,402,D,0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,201,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,S12A,14,0,D,0,0,0,0,0,100,0,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,D,A,A,A,A,A,2,4,1,1,NA
