OCCULIST,HRSPERWK,WKS_WRKD,EMPLTYPE,MARITAL,HISPANIC,WHYNOWRK,MEMBRACE,SEX,HRSP_RWK,WKS__RKD,EMPL_YPE,HISP_NIC,WHYN_WRK,OCCU_IST,NEWID,AGE,AGE_,ANGVX,ANGVX_,ANPVTX,ANPVTX_,ANRRX,ANRRX_,CU_CODE1,EDUCA,EDUCA_,GROSPAYX,GROS_AYX,GVX,GVX_,IRAX,IRAX_,JSSDEDX,JSSDEDX_,MEMBNO,PVTX,PVTX_,RRX,RRX_,SCHLNCHQ,SCHL_CHQ,SCHLNCHX,SCHL_CHX,SLFEMPSS,SLFE_PSS,SS_RRX,SS_RRX_,SUPPX,SUPPX_,US_SUPP,US_SUPP_,WAGEX,WAGEX_,SS_RRQ,SS_RRQ_,SOCRRX,SOCRRX_,ARM_FORC,ARM__ORC,IN_COLL,IN_COLL_,MEDICARE,MEDI_ARE,PAYPERD,PAYPERD_,HORIGIN,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ANGVXM,ANGVXM_,ANPVTXM,ANPVTXM_,ANRRXM,ANRRXM_,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SS_RRXM,SS_RRXM_,SS_RRX1,SS_RRX2,SS_RRX3,SS_RRX4,SS_RRX5,SS_RRXI,SUPPXM,SUPPXM_,SUPPX1,SUPPX2,SUPPX3,SUPPX4,SUPPX5,SUPPXI,WAGEXM,WAGEXM_,WAGEX1,WAGEX2,WAGEX3,WAGEX4,WAGEX5,WAGEXI,SS_RRB,SS_RRB_,SS_RRBX,SS_RRBX_,SUPPB,SUPPB_,SUPPBX,SUPPBX_,WAGEB,WAGEB_,WAGEBX,WAGEBX_,ASIAN,ASIAN_,OCCUEARN,PAYSTUB,PAYSTUB_,SEMPFRM,SEMPFRM_,SEMPFRMX,SEMP_RMX,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMM,SEMP_RMM,SOCSRRET,SOCS_RET,WKSTATUS,VETERAN,VETERAN_
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05697512,12,D,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
05,35,52,1,5,NA,NA,2,2,D,D,D,A,A,D,05697512,22,D,NA,A,NA,A,NA,A,3,4,D,NA,C,NA,A,NA,C,2295,D,3,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,30000,D,NA,A,0,D,2,D,3,D,NA,A,1,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,30000.0,D,30000,30000,30000,30000,30000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,105,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,0,NA,1,NA,1,1,1,A,D,A,A,D,A,05697521,88,T,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,30601.0,D,23264,24056,24572,40268,40844,2375.4,D,1764,1830,1873,3181,3229,301,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,6,D,1700,D,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
NA,NA,0,NA,1,NA,1,1,2,A,D,A,A,D,A,05697521,82,D,NA,A,NA,A,NA,A,2,4,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,26430.0,D,27656,24284,26756,27308,26144,2027.8,D,2130,1849,2055,2101,2004,301,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,6,D,1700,D,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,1,1,A,D,A,A,D,A,05697522,88,T,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,29871.0,D,29684,30296,33920,25844,29612,2314.6,D,2299,2350,2652,1979,2293,301,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,6,D,1700,D,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
NA,NA,0,NA,1,NA,1,1,2,A,D,A,A,D,A,05697522,82,D,NA,A,NA,A,NA,A,2,4,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,29653.0,D,37688,32972,25064,26024,26516,2296.4,D,2966,2573,1914,1994,2035,301,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,6,D,1700,D,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,4,2,A,D,A,A,D,A,05697531,70,D,NA,A,NA,A,NA,A,1,7,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,2096,D,NA,A,3,D,1,D,NA,A,2,NA,A,NA,A,NA,A,4,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,18366.0,D,12992,13568,15800,16088,33380,1355.8,D,908,956,1142,1166,2607,201,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,C,NA,B,NA,A,NA,A,NA,A,NA,A,NA,C,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,4,1,A,D,A,A,D,A,05697531,70,D,NA,A,NA,A,NA,A,2,4,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,2096,D,NA,A,3,D,1,D,NA,A,2,NA,C,NA,C,NA,C,NA,C,NA,C,NA,C,NA,C,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,25196.0,D,35084,20948,26348,22364,21236,1925.0,D,2749,1571,2021,1689,1595,201,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,C,NA,B,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
NA,NA,0,NA,1,NA,1,4,2,A,D,A,A,D,A,05697532,70,D,NA,A,NA,A,NA,A,1,7,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,2096,D,NA,A,3,D,1,D,NA,A,2,NA,A,NA,A,NA,A,4,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,24711.0,D,19292,33812,36080,12908,21464,1884.6,D,1433,2643,2832,901,1614,201,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,C,NA,B,NA,A,NA,A,NA,A,NA,A,NA,C,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,4,1,A,D,A,A,D,A,05697532,70,D,NA,A,NA,A,NA,A,2,4,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,C,NA,A,2,D,NA,A,12,D,2096,D,NA,A,3,D,1,D,NA,A,2,NA,C,NA,C,NA,C,NA,C,NA,C,NA,C,NA,C,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,29274.0,D,43232,22448,25808,38264,16616,2264.8,D,3428,1696,1976,3014,1210,201,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,C,NA,B,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
05,40,52,1,3,NA,NA,2,2,D,D,D,A,A,D,05697551,48,D,NA,A,NA,A,NA,A,1,4,D,NA,C,NA,A,NA,C,3060,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,40000,D,NA,A,0,D,2,D,3,D,NA,A,5,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,40000.0,D,40000,40000,40000,40000,40000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,105,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,30,52,4,5,NA,NA,2,1,D,D,D,A,A,D,05697551,31,D,NA,A,NA,A,NA,A,3,4,D,NA,C,NA,A,NA,A,0,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,NA,C,NA,A,0,D,2,D,3,D,NA,A,NA,C,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,23398.0,D,30154,35601,31370,7843,12022,201,NA,A,NA,A,NA,A,NA,A,NA,C,NA,B,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,0,NA,5,NA,5,2,2,A,D,A,A,D,A,05697551,20,D,NA,A,NA,A,NA,A,3,4,D,NA,A,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,3,D,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,800,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
05,40,52,1,3,NA,NA,2,2,D,D,D,A,A,D,05697552,48,D,NA,A,NA,A,NA,A,1,4,D,NA,C,NA,A,NA,C,3060,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,40000,D,NA,A,0,D,2,D,3,D,NA,A,5,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,40000.0,D,40000,40000,40000,40000,40000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,105,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,30,52,4,5,NA,NA,2,1,D,D,D,A,A,D,05697552,31,D,NA,A,NA,A,NA,A,3,4,D,NA,C,NA,A,NA,A,0,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,NA,C,NA,A,0,D,2,D,3,D,NA,A,NA,C,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,37582.2,D,3052,29293,28360,26351,100855,201,NA,A,NA,A,NA,A,NA,A,NA,C,NA,B,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,0,NA,5,NA,5,2,2,A,D,A,A,D,A,05697552,20,D,NA,A,NA,A,NA,A,3,4,D,NA,A,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,3,D,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,800,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
01,40,52,1,1,NA,NA,1,2,D,D,D,A,A,D,05697571,29,D,NA,A,NA,A,NA,A,1,7,D,3500,D,NA,A,350,D,7038,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,92000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,92000.0,D,92000,92000,92000,92000,92000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,101,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,1,D
03,40,52,4,1,NA,NA,1,1,D,D,D,A,A,D,05697571,32,D,2962,D,NA,A,NA,A,2,7,D,2600,D,110,D,110,D,5355,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,70000,D,NA,A,0,D,2,D,2,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2962,D,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,70000.0,D,70000,70000,70000,70000,70000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,103,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,1,D
01,40,52,1,1,NA,NA,1,2,D,D,D,A,A,D,05697572,29,D,NA,A,NA,A,NA,A,1,7,D,3500,D,NA,A,350,D,7038,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,92000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,92000.0,D,92000,92000,92000,92000,92000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,101,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,1,D
03,40,52,4,1,NA,NA,1,1,D,D,D,A,A,D,05697572,32,D,2962,D,NA,A,NA,A,2,7,D,2600,D,110,D,110,D,5355,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,70000,D,NA,A,0,D,2,D,2,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2962,D,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,70000.0,D,70000,70000,70000,70000,70000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,103,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,1,D
NA,NA,0,NA,2,NA,1,4,1,A,D,A,A,D,A,05697581,68,D,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,2300,D,NA,A,2,D,NA,A,12,D,29696,D,NA,A,3,D,1,D,NA,A,2,NA,A,NA,A,NA,A,4,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,29696.0,D,29696,29696,29696,29696,29696,2300.0,D,2300,2300,2300,2300,2300,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,3,D,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,2,NA,1,4,1,A,D,A,A,D,A,05697582,68,D,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,2300,D,NA,A,2,D,NA,A,12,D,29696,D,NA,A,3,D,1,D,NA,A,2,NA,A,NA,A,NA,A,4,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,29696.0,D,29696,29696,29696,29696,29696,2300.0,D,2300,2300,2300,2300,2300,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,3,D,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,1,2,1,2,A,D,A,D,D,A,05697611,26,D,NA,A,NA,A,NA,A,1,5,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,3,D,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,910,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
07,50,52,1,1,1,NA,6,1,D,D,D,D,A,D,05697611,26,D,NA,A,NA,A,NA,A,2,4,D,10000,D,NA,A,11000,D,13498,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,210000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,1,1,D,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,210000.0,D,210000,210000,210000,210000,210000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,107,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,NA,NA,5,1,NA,1,1,A,A,A,D,A,A,05697611,3,D,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,0,NA,1,1,2,1,2,A,D,A,D,D,A,05697612,26,D,NA,A,NA,A,NA,A,1,5,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,3,D,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,910,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
07,50,52,1,1,1,NA,6,1,D,D,D,D,A,D,05697612,26,D,NA,A,NA,A,NA,A,2,4,D,10000,D,NA,A,11000,D,13498,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,210000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,1,1,D,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,210000.0,D,210000,210000,210000,210000,210000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,107,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,NA,NA,5,1,NA,1,1,A,A,A,D,A,A,05697612,3,D,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,3,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,6,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,0,NA,3,NA,4,1,2,A,D,A,A,D,A,05697631,38,D,NA,A,NA,A,NA,A,1,5,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,11680,D,1,D,NA,A,NA,A,0,D,2,D,2,D,NA,A,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,11680.0,D,11680,11680,11680,11680,11680,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,900,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
