OCCULIST,HRSPERWK,WKS_WRKD,EMPLTYPE,MARITAL,HISPANIC,WHYNOWRK,MEMBRACE,SEX,HRSP_RWK,WKS__RKD,EMPL_YPE,HISP_NIC,WHYN_WRK,OCCU_IST,NEWID,AGE,AGE_,ANGVX,ANGVX_,ANPVTX,ANPVTX_,ANRRX,ANRRX_,CU_CODE1,EDUCA,EDUCA_,GROSPAYX,GROS_AYX,GVX,GVX_,IRAX,IRAX_,JSSDEDX,JSSDEDX_,MEMBNO,PVTX,PVTX_,RRX,RRX_,SCHLNCHQ,SCHL_CHQ,SCHLNCHX,SCHL_CHX,SLFEMPSS,SLFE_PSS,SS_RRX,SS_RRX_,SUPPX,SUPPX_,US_SUPP,US_SUPP_,WAGEX,WAGEX_,SS_RRQ,SS_RRQ_,SOCRRX,SOCRRX_,ARM_FORC,ARM__ORC,IN_COLL,IN_COLL_,MEDICARE,MEDI_ARE,PAYPERD,PAYPERD_,HORIGIN,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ANGVXM,ANGVXM_,ANPVTXM,ANPVTXM_,ANRRXM,ANRRXM_,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SS_RRXM,SS_RRXM_,SS_RRX1,SS_RRX2,SS_RRX3,SS_RRX4,SS_RRX5,SS_RRXI,SUPPXM,SUPPXM_,SUPPX1,SUPPX2,SUPPX3,SUPPX4,SUPPX5,SUPPXI,WAGEXM,WAGEXM_,WAGEX1,WAGEX2,WAGEX3,WAGEX4,WAGEX5,WAGEXI,SS_RRB,SS_RRB_,SS_RRBX,SS_RRBX_,SUPPB,SUPPB_,SUPPBX,SUPPBX_,WAGEB,WAGEB_,WAGEBX,WAGEBX_,ASIAN,ASIAN_,OCCUEARN,PAYSTUB,PAYSTUB_,SEMPFRM,SEMPFRM_,SEMPFRMX,SEMP_RMX,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMM,SEMP_RMM,SOCSRRET,SOCS_RET,WKSTATUS,VETERAN,VETERAN_
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939381,10,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,5,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939381,7,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,6,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939381,3,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,7,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,0,NA,1,NA,1,2,1,A,D,A,A,D,A,05939382,59,D,NA,A,NA,A,NA,A,1,5,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,3,D,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
04,30,52,1,1,NA,NA,3,2,D,D,D,A,A,D,05939382,57,D,NA,A,NA,A,NA,A,2,5,D,NA,C,NA,A,NA,A,4208,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,NA,C,NA,A,0,D,2,D,3,D,NA,A,5,D,2,NA,A,NA,A,3,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,60640.6,D,59923,52432,63042,58743,69063,301,NA,A,NA,A,NA,A,NA,A,08,D,55000,D,NA,A,104,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,40,52,1,1,NA,NA,6,2,D,D,D,A,A,D,05939382,37,D,NA,A,NA,A,NA,A,3,5,D,NA,C,NA,A,NA,A,4208,D,3,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,NA,C,NA,A,0,D,2,D,3,D,NA,A,5,D,2,NA,A,2,D,3,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,58115.4,D,67252,58806,54843,52258,57418,301,NA,A,NA,A,NA,A,NA,A,08,D,55000,D,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,40,48,4,1,NA,NA,2,1,D,D,D,A,A,D,05939382,39,D,NA,A,NA,A,NA,A,5,5,D,NA,C,NA,A,NA,A,4590,D,4,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,60000,D,NA,A,0,D,2,D,3,D,NA,A,5,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,60000.0,D,60000,60000,60000,60000,60000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939382,10,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,5,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939382,7,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,6,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
NA,NA,NA,NA,5,NA,NA,2,1,A,A,A,A,A,A,05939382,3,D,NA,A,NA,A,NA,A,4,NA,A,NA,A,NA,A,NA,A,NA,A,7,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,NA,A,NA,A,NA,NA,A
10,40,52,1,5,NA,NA,2,1,D,D,D,A,A,D,05939421,38,D,NA,A,NA,A,NA,A,1,4,D,1733,D,NA,A,NA,A,4590,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,60000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,60000.0,D,60000,60000,60000,60000,60000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,40,52,1,5,NA,NA,2,1,D,D,D,A,A,D,05939422,38,D,NA,A,NA,A,NA,A,1,4,D,1733,D,NA,A,NA,A,4590,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,60000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,NA,A,2,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,60000.0,D,60000,60000,60000,60000,60000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,36,48,1,1,NA,NA,1,2,D,D,D,A,A,D,05939451,23,D,NA,A,NA,A,NA,A,1,7,D,2800,D,NA,A,300,D,8415,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,110000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,110000.0,D,110000,110000,110000,110000,110000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
05,40,52,1,1,NA,NA,1,1,D,D,D,A,A,D,05939451,23,D,NA,A,NA,A,NA,A,2,6,D,2000,D,NA,A,250,D,3060,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,40000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,40000.0,D,40000,40000,40000,40000,40000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,105,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
10,36,48,1,1,NA,NA,1,2,D,D,D,A,A,D,05939452,23,D,NA,A,NA,A,NA,A,1,7,D,2800,D,NA,A,300,D,8415,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,110000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,110000.0,D,110000,110000,110000,110000,110000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,110,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
05,40,52,1,1,NA,NA,1,1,D,D,D,A,A,D,05939452,23,D,NA,A,NA,A,NA,A,2,6,D,2000,D,NA,A,250,D,3060,D,2,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,40000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,40000.0,D,40000,40000,40000,40000,40000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,105,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
02,40,52,3,3,NA,NA,1,2,D,D,D,A,A,D,05939481,55,D,NA,B,9636,D,NA,A,1,8,D,3300,D,NA,C,NA,A,4055,D,1,600,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,53000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,B,9636,D,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,53000.0,D,53000,53000,53000,53000,53000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,102,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,0,NA,5,NA,3,1,1,A,D,A,A,D,A,05939481,19,D,NA,A,NA,A,NA,A,3,5,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,1,D,NA,A,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,920,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
02,40,52,3,3,NA,NA,1,2,D,D,D,A,A,D,05939482,55,D,NA,B,9636,D,NA,A,1,8,D,3300,D,NA,C,NA,A,4055,D,1,600,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,53000,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,B,9636,D,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,53000.0,D,53000,53000,53000,53000,53000,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,102,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
NA,NA,0,NA,5,NA,3,1,1,A,D,A,A,D,A,05939482,19,D,NA,A,NA,A,NA,A,3,5,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,2,D,NA,A,NA,A,0,D,2,D,1,D,NA,A,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,920,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,NA,2,D
NA,NA,0,NA,1,NA,1,1,2,A,D,A,A,D,A,05939521,77,D,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,819,D,NA,A,2,D,NA,A,12,D,11924,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,11924.0,D,11924,11924,11924,11924,11924,819.0,D,819,819,819,819,819,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,1,1,A,D,A,A,D,A,05939521,76,D,NA,A,NA,A,NA,A,2,5,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,1700,D,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,22496.0,D,22496,22496,22496,22496,22496,1700.0,D,1700,1700,1700,1700,1700,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
NA,NA,0,NA,1,NA,1,1,2,A,D,A,A,D,A,05939522,77,D,NA,A,NA,A,NA,A,1,4,D,NA,A,NA,A,NA,A,NA,A,1,NA,A,NA,A,NA,A,NA,A,NA,A,819,D,NA,A,2,D,NA,A,12,D,11924,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,11924.0,D,11924,11924,11924,11924,11924,819.0,D,819,819,819,819,819,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
NA,NA,0,NA,1,NA,1,1,1,A,D,A,A,D,A,05939522,76,D,NA,A,NA,A,NA,A,2,5,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,1700,D,NA,A,2,D,NA,A,12,D,22496,D,NA,A,3,D,1,D,NA,A,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,22496.0,D,22496,22496,22496,22496,22496,1700.0,D,1700,1700,1700,1700,1700,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,930,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,1,D
05,10,52,3,5,NA,NA,1,1,D,D,D,A,A,D,05939531,58,D,NA,B,NA,B,NA,B,1,6,D,NA,B,NA,B,NA,A,184,D,1,NA,B,NA,B,NA,A,NA,A,184,D,1037,D,NA,A,2,D,NA,B,12,D,14540,D,2,D,3,D,1,D,NA,B,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,B,NA,B,NA,B,1666.2,D,351,2383,648,231,4718,184.0,D,184,184,184,184,184,14540.0,D,14540,14540,14540,14540,14540,1037.0,D,1037,1037,1037,1037,1037,100,NA,A,NA,NA,NA,NA,NA,100,19381.4,D,2190,28756,6071,617,59273,201,NA,A,NA,A,NA,A,NA,A,NA,B,NA,B,NA,A,105,NA,A,1,D,1200,D,NA,A,NA,A,1200,1200,1200,1200,1200,100,1200,D,1,D,1,2,D
NA,NA,0,NA,2,NA,4,3,2,A,D,A,A,D,A,05939531,58,D,NA,A,NA,A,NA,A,9,4,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,1000,D,NA,A,2,D,NA,A,12,D,12000,D,2,D,3,D,2,D,NA,A,2,NA,A,NA,A,3,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,12000.0,D,12000,12000,12000,12000,12000,1000.0,D,1000,1000,1000,1000,1000,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,900,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
05,10,52,3,5,NA,NA,1,1,D,D,D,A,A,D,05939532,58,D,NA,B,NA,B,NA,B,1,6,D,NA,B,NA,B,NA,A,184,D,1,NA,B,NA,B,NA,A,NA,A,184,D,1037,D,NA,A,2,D,NA,B,12,D,14540,D,2,D,3,D,1,D,NA,B,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,B,NA,B,NA,B,1650.2,D,2966,2318,874,1013,1080,184.0,D,184,184,184,184,184,14540.0,D,14540,14540,14540,14540,14540,1037.0,D,1037,1037,1037,1037,1037,100,NA,A,NA,NA,NA,NA,NA,100,19171.8,D,36375,27897,9024,10840,11723,201,NA,A,NA,A,NA,A,NA,A,NA,B,NA,B,NA,A,105,NA,A,1,D,1200,D,NA,A,NA,A,1200,1200,1200,1200,1200,100,1200,D,1,D,1,2,D
NA,NA,0,NA,2,NA,4,3,2,A,D,A,A,D,A,05939532,58,D,NA,A,NA,A,NA,A,9,6,D,NA,A,NA,A,NA,A,NA,A,2,NA,A,NA,A,NA,A,NA,A,NA,A,1000,D,NA,A,2,D,NA,A,12,D,12000,D,2,D,3,D,2,D,NA,A,2,NA,A,NA,A,3,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,12000.0,D,12000,12000,12000,12000,12000,1000.0,D,1000,1000,1000,1000,1000,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,900,NA,A,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,1,D,NA,2,D
07,45,52,1,5,NA,NA,1,1,D,D,D,A,A,D,05939561,31,D,NA,A,NA,A,NA,A,1,4,D,1950,D,NA,A,NA,A,2792,D,1,NA,A,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,2,D,36500,D,NA,A,0,D,2,D,3,D,NA,A,2,D,2,1,D,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,NA,A,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,100,NA,A,NA,NA,NA,NA,NA,100,36500.0,D,36500,36500,36500,36500,36500,100,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,NA,A,107,2,D,2,D,NA,A,NA,A,NA,A,NA,NA,NA,NA,NA,100,NA,A,2,D,1,2,D
